inchi_key,canonical_smiles,name,vivo_dilirank,vivo_livertox,vivo_dailymed,vivo_pubmed,vivo_ctd,vivo_faers,vivo_chembl,vivo_marketed_clean_neg,has_dilirank,has_livertox,has_dm_boxed
IMOZEMNVLZVGJZ-UHFFFAOYSA-N,CCOc1cc(C(CS(C)(=O)=O)N2C(=O)c3cccc(NC(C)=O)c3C2=O)ccc1OC,Apremilast,vNo-DILI-Concern,E,,,,strong,,,True,True,False
ZDXUKAKRHYTAKV-UHFFFAOYSA-N,COC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)(C)CN(C)CCC(c2ccccc2)c2ccccc2)C1c1cccc([N+](=O)[O-])c1,lercanidipine,unknown,,,,weak,,,1.0,False,False,False
HBUBKKRHXORPQB-FJFJXFQQSA-N,Nc1nc(F)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O,Fludarabine,vNo-DILI-Concern,,,,,,1.0,1.0,True,False,False
SNICXCGAKADSCV-JTQLQIEISA-N,CN1CCC[C@H]1c1cccnc1,NICOTINE,unknown,,,,,,1.0,1.0,False,False,False
PIWKPBJCKXDKJR-UHFFFAOYSA-N,FC(F)OC(Cl)C(F)(F)F,ISOFLURANE,unknown,B,warning_hepatotox,strong,strong,,1.0,1.0,False,True,False
VZYCZNZBPPHOFY-UHFFFAOYSA-N,CN1CCN(CCCN2c3ccccc3Sc3ccc(S(=O)(=O)N(C)C)cc32)CC1,thioproperazine,unknown,,,,,,1.0,1.0,False,False,False
STJMRWALKKWQGH-UHFFFAOYSA-N,CC(C)(C)NCC(O)c1cc(Cl)c(N)c(Cl)c1,clenbuterol,unknown,,,,medium,,,1.0,False,False,False
JXDYKVIHCLTXOP-UHFFFAOYSA-N,O=C1Nc2ccccc2C1=O,Isatin,unknown,,,,medium,,,1.0,False,False,False
LIRYPHYGHXZJBZ-UHFFFAOYSA-N,CC(=O)Nc1cccc(-n2c(=O)n(C3CC3)c(=O)c3c(Nc4ccc(I)cc4F)n(C)c(=O)c(C)c32)c1,TRAMETINIB,vLess-DILI-Concern,E,,,,,,1.0,True,True,False
RAGOYPUPXAKGKH-UHFFFAOYSA-N,CCC(C(C)O)n1ncn(-c2ccc(N3CCN(c4ccc(OCC5COC(Cn6cncn6)(c6ccc(F)cc6F)C5)cc4)CC3)cc2)c1=O,Posaconazole,vMost-DILI-Concern,E,warning_hepatotox,,,,,,True,True,False
PJSFRIWCGOHTNF-UHFFFAOYSA-N,COc1ncnc(NS(=O)(=O)c2ccc(N)cc2)c1OC,SULFADOXINE,unknown,,,medium,strong,,1.0,1.0,False,False,False
HCHKCACWOHOZIP-UHFFFAOYSA-N,[Zn],Zinc,unknown,E,,weak,strong,,,1.0,False,True,False
INJOMKTZOLKMBF-UHFFFAOYSA-N,N=C(N)NC(=O)Cc1c(Cl)cccc1Cl,GUANFACINE,Ambiguous-DILI-Concern,E,,,,,1.0,0.0,False,True,False
ATHGHQPFGPMSJY-UHFFFAOYSA-N,NCCCCNCCCN,Spermidine,unknown,,,,strong,,,1.0,False,False,False
BHTRKEVKTKCXOH-LBSADWJPSA-N,C[C@H](CCC(=O)NCCS(=O)(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,TAURURSODIOL,unknown,,,,,,1.0,1.0,False,False,False
DHVLDKHFGIVEIP-UHFFFAOYSA-N,N#CCCC(Br)(C#N)CBr,"1,2-Dibromo-2,4-dicyanobutane",unknown,,,,medium,,,1.0,False,False,False
CXOXHMZGEKVPMT-UHFFFAOYSA-N,CN1C(=O)CC(=O)N(c2ccccc2)c2cc(Cl)ccc21,CLOBAZAM,Ambiguous-DILI-Concern,E,boxed_hepatotox,,weak,,,0.0,False,True,True
FGXWKSZFVQUSTL-UHFFFAOYSA-N,O=c1[nH]c2ccccc2n1CCCN1CCC(n2c(=O)[nH]c3cc(Cl)ccc32)CC1,domperidone,unknown,,,,medium,,1.0,1.0,False,False,False
UFLRJROFPAGRPN-UHFFFAOYSA-N,CN1CCN(C(=S)Nc2ccc(Nc3ccc([N+](=O)[O-])cc3)cc2)CC1,amocarzine,unknown,,,,,,1.0,1.0,False,False,False
BMOVQUBVGICXQN-UHFFFAOYSA-N,CCC(C)(Oc1ccc(C2(c3ccc(OC(C)(CC)C(=O)O)cc3)CCCCC2)cc1)C(=O)O,clinofibrate,unknown,,,,weak,,,1.0,False,False,False
QBKSWRVVCFFDOT-UHFFFAOYSA-N,Cc1cc2c(C(C)C)c(O)c(O)c(C=O)c2c(O)c1-c1c(C)cc2c(C(C)C)c(O)c(O)c(C=O)c2c1O,gossypol,unknown,,,,medium,,,1.0,False,False,False
UIEATEWHFDRYRU-UHFFFAOYSA-N,CC(C)COCC(CN(Cc1ccccc1)c1ccccc1)N1CCCC1,BEPRIDIL,unknown,,,,weak,,1.0,1.0,False,False,False
WHWZLSFABNNENI-UHFFFAOYSA-N,NC1=NCC2c3ccccc3Cc3ccccc3N12,EPINASTINE,unknown,,,,weak,,,1.0,False,False,False
FMTDIUIBLCQGJB-SEYHBJAFSA-N,CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)ccc(Cl)c4[C@@H](O)[C@H]3C[C@@H]12,DEMECLOCYCLINE,unknown,,,,,,1.0,1.0,False,False,False
IAIDUHCBNLFXEF-MNEFBYGVSA-N,C[C@H](CSC(=O)c1ccccc1)C(=O)N1C[C@@H](Sc2ccccc2)C[C@H]1C(=O)O,zofenopril,unknown,,,,,,1.0,1.0,False,False,False
SPSSULHKWOKEEL-UHFFFAOYSA-N,Cc1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-],"2,4,6-Trinitrotoluene",unknown,,,,strong,,,1.0,False,False,False
LMBWSYZSUOEYSN-UHFFFAOYSA-N,CCN(CC)C(=S)S,ditiocarb,unknown,,,,strong,,,1.0,False,False,False
SOYKEARSMXGVTM-UHFFFAOYSA-N,CN(C)CCC(c1ccc(Cl)cc1)c1ccccn1,CHLORPHENIRAMINE,vNo-DILI-Concern,,,,medium,,1.0,1.0,True,False,False
WKOLLVMJNQIZCI-UHFFFAOYSA-N,COc1cc(C(=O)O)ccc1O,Vanillate,unknown,,,,medium,,,1.0,False,False,False
JOMHSQGEWSNUKU-UHFFFAOYSA-N,CN(C)S(=O)(=O)c1ccc2c(c1)N(CCCN1CCC(CCO)CC1)c1ccccc1S2,Pipotiazine,unknown,,,,,,1.0,1.0,False,False,False
AQNDDEOPVVGCPG-UHFFFAOYSA-N,COC(=O)CCc1ccc(OCC(O)CNC(C)C)cc1,Esmolol hydrochloride,vNo-DILI-Concern,E,,,medium,,,,True,True,False
ZRWPUFFVAOMMNM-UHFFFAOYSA-N,O=C1C=C2C(=CCOC2O)O1,Patulin,unknown,,,,strong,,,1.0,False,False,False
TVFDJXOCXUVLDH-UHFFFAOYSA-N,[Cs],Cesium,unknown,,,,weak,,,1.0,False,False,False
OMPJBNCRMGITSC-UHFFFAOYSA-N,O=C(OOC(=O)c1ccccc1)c1ccccc1,BENZOYL PEROXIDE,unknown,,,,medium,,,1.0,False,False,False
JBDGDEWWOUBZPM-UHFFFAOYSA-N,Nc1c(Br)cc(Br)cc1CNC1CCC(O)CC1,Ambroxol,unknown,,,,medium,,,1.0,False,False,False
XXRCUYVCPSWGCC-UHFFFAOYSA-N,CCOC(=O)C(C)=O,Ethyl pyruvate,unknown,,,,medium,,,1.0,False,False,False
RWSOTUBLDIXVET-UHFFFAOYSA-N,S,CID 5460692,unknown,,,medium,medium,,,1.0,False,False,False
CCQPAEQGAVNNIA-UHFFFAOYSA-N,O=C(O)C1(C(=O)O)CCC1,"Caronplatin, 4",vLess-DILI-Concern,D,,weak,strong,medium,,1.0,True,True,False
OPYGFNJSCUDTBT-PMLPCWDUSA-N,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccccc3)C(=O)N2[C@H]1C(=O)OCOC(=O)[C@@H]1N2C(=O)C[C@H]2S(=O)(=O)C1(C)C,sultamicillin,unknown,,,,,,1.0,1.0,False,False,False
LEONUFNNVUYDNQ-UHFFFAOYSA-N,[V],Vanadium,unknown,,,,medium,,,1.0,False,False,False
MXWJVTOOROXGIU-UHFFFAOYSA-N,CCNc1nc(Cl)nc(NC(C)C)n1,Atrazine,unknown,,,,strong,,,1.0,False,False,False
GXDALQBWZGODGZ-UHFFFAOYSA-N,COc1ccc(CCN2CCC(Nc3nc4ccccc4n3Cc3ccc(F)cc3)CC2)cc1,Kelp,,E,,,strong,,,,False,True,False
NUKYPUAOHBNCPY-UHFFFAOYSA-N,Nc1ccncc1,DALFAMPRIDINE,vNo-DILI-Concern,E,,,weak,,,1.0,True,True,False
QPCVHQBVMYCJOM-UHFFFAOYSA-N,CCCOC(C(=O)OC1CCN(C)CC1)(c1ccccc1)c1ccccc1,propiverine,unknown,,,,medium,,,1.0,False,False,False
LVZWSLJZHVFIQJ-UHFFFAOYSA-N,C1CC1,Cyclopropane,unknown,,,,,,1.0,1.0,False,False,False
HJORMJIFDVBMOB-UHFFFAOYSA-N,COc1ccc(C2CNC(=O)C2)cc1OC1CCCC1,Rolipram,unknown,,,,medium,,,1.0,False,False,False
CZQHHVNHHHRRDU-UHFFFAOYSA-N,O=c1cc(N2CCOCC2)oc2c(-c3ccccc3)cccc12,2-(4-morpholinyl)-8-phenyl-4H-1-benzopyran-4-one,unknown,,,,medium,,,1.0,False,False,False
VFTRKSBEFQDZKX-UHFFFAOYSA-N,c1ccc2c(Cc3c[nH]c4ccccc34)c[nH]c2c1,"3,3'-Diindolylmethane",unknown,,,,medium,,,1.0,False,False,False
QTGIAADRBBLJGA-UHFFFAOYSA-N,CCCNC(C)C(=O)Nc1c(C)csc1C(=O)OC,ARTICAINE,unknown,,,,medium,,,1.0,False,False,False
XRASPMIURGNCCH-UHFFFAOYSA-N,O=P(O)(O)C(O)(Cn1ccnc1)P(=O)(O)O,ZOLEDRONIC ACID ANHYDROUS,vLess-DILI-Concern,,,weak,,,1.0,1.0,True,False,False
XDRYMKDFEDOLFX-UHFFFAOYSA-N,N=C(N)c1ccc(OCCCCCOc2ccc(C(=N)N)cc2)cc1,PENTAMIDINE,vLess-DILI-Concern,D,,,strong,,1.0,1.0,True,True,False
KXDHJXZQYSOELW-UHFFFAOYSA-N,NC(=O)O,Carbamic Acid,unknown,,,medium,,,,1.0,False,False,False
XLJKHNWPARRRJB-UHFFFAOYSA-N,[Co+2],Cobalt(2+),unknown,,,,medium,,,1.0,False,False,False
XGOYIMQSIKSOBS-UHFFFAOYSA-N,Cc1ccc2c(=O)c3cccc(CC(=O)O)c3oc2c1C,"5,6-Dimethylxanthenone-4-Acetic Acid",unknown,,,,medium,,,1.0,False,False,False
XXEPPPIWZFICOJ-UHFFFAOYSA-N,CCN(CC)C(C)C(=O)c1ccccc1,Diethylpropion hydrochloride,vNo-DILI-Concern,E,,,strong,,,,True,True,False
TUESWZZJYCLFNL-DAFODLJHSA-N,N=C(N)c1ccc(/C=C/c2ccc(C(=N)N)cc2O)cc1,HYDROXYSTILBAMIDINE,unknown,,,,,,1.0,1.0,False,False,False
PWWVAXIEGOYWEE-UHFFFAOYSA-N,CC(CN1c2ccccc2Sc2ccccc21)N(C)C,Promethazine hydrochloride,vLess-DILI-Concern,E,,,strong,,,,True,True,False
SONNWYBIRXJNDC-VIFPVBQESA-N,CNC[C@H](O)c1cccc(O)c1,PHENYLEPHRINE,unknown,,,,,,1.0,1.0,False,False,False
XNYZHCFCZNMTFY-UHFFFAOYSA-N,N=C(N)c1ccc(N=NNc2ccc(C(=N)N)cc2)cc1,Diminazene,unknown,,,,medium,,,1.0,False,False,False
NHUHCSRWZMLRLA-UHFFFAOYSA-N,Cc1noc(NS(=O)(=O)c2ccc(N)cc2)c1C,SULFISOXAZOLE,unknown,,,,weak,,1.0,1.0,False,False,False
JDLKFOPOAOFWQN-UHFFFAOYSA-N,C=CCS[S+]([O-])CC=C,Allicin,unknown,,,,medium,,,1.0,False,False,False
VRDIULHPQTYCLN-UHFFFAOYSA-N,CCCc1cc(C(N)=S)ccn1,protionamide,unknown,,,weak,,,,1.0,False,False,False
ZOEFCCMDUURGSE-UHFFFAOYSA-N,CSCCC(NC(=O)C(CO)NC(=O)C(Cc1ccc(O)cc1)NC(=O)C(N)CO)C(=O)NC(CCC(=O)O)C(=O)NC(Cc1c[nH]cn1)C(=O)NC(Cc1ccccc1)C(=O)NC(CCCNC(=N)N)C(=O)NC(Cc1c[nH]c2ccccc12)C(=O)NCC(=O)NC(CCCCN)C(=O)N1CCCC1C(=O)NC(C(=O)NCC(=O)NC(CCCCN)C(=O)NC(CCCCN)C(=O)NC(CCCNC(=N)N)C(=O)NC(CCCNC(=N)N)C(=O)N1CCCC1C(=O)NC(C(=O)NC(CCCCN)C(=O)NC(C(=O)NC(Cc1ccc(O)cc1)C(=O)N1CCCC1C(=O)O)C(C)C)C(C)C)C(C)C,Cosyntropin,vNo-DILI-Concern,,,,medium,,,,True,False,False
NGGMYCMLYOUNGM-CSDLUJIJSA-N,CO[C@@H]1[C@H](OC(=O)/C=C/C=C/C=C/C=C/C(=O)O)CC[C@]2(CO2)[C@H]1[C@@]1(C)O[C@@H]1CC=C(C)C,fumagillin,unknown,,,,,,1.0,1.0,False,False,False
XSQUKJJJFZCRTK-UHFFFAOYSA-N,NC(N)=O,UREA,unknown,,,weak,medium,,,1.0,False,False,False
OENHQHLEOONYIE-JLTXGRSLSA-N,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C2=C(C)CCCC2(C)C)C(C)(C)CCC1,BETA CAROTENE,unknown,,,,,,1.0,1.0,False,False,False
QAXBVGVYDCAVLV-UHFFFAOYSA-N,CCNC1(c2cccs2)CCCCC1=O,Tiletamine,unknown,,,medium,,,,1.0,False,False,False
DVNYTAVYBRSTGK-UHFFFAOYSA-N,NC(=O)c1nc[nH]c1N,orazamide,unknown,,,,medium,,,1.0,False,False,False
MOZDKDIOPSPTBH-UHFFFAOYSA-N,O=C(OCc1ccccc1)c1ccc(O)cc1,Benzyl 4-Hydroxybenzoate,unknown,,,,medium,,,1.0,False,False,False
UUQMNUMQCIQDMZ-UHFFFAOYSA-N,CNCCc1ccccn1,betahistine,unknown,,,,,,1.0,1.0,False,False,False
PWKSKIMOESPYIA-UHFFFAOYSA-N,CC(=O)NC(CS)C(=O)O,Acetylcysteine,vNo-DILI-Concern,E,,strong,strong,,,,True,True,False
WSLDOOZREJYCGB-UHFFFAOYSA-N,ClCCCl,"1,2-Dichloroethane",unknown,,,,strong,,1.0,1.0,False,False,False
HHVIBTZHLRERCL-UHFFFAOYSA-N,CS(C)(=O)=O,Dimethyl Sulfone,unknown,,,,weak,,,1.0,False,False,False
NNKVPIKMPCQWCG-UHFFFAOYSA-N,COP(N)(=O)SC,Methamidophos,unknown,,,,medium,,,1.0,False,False,False
FZDZULUFHNDEDJ-UHFFFAOYSA-N,O=C(COCC(=O)Nc1c(I)cc(I)c(C(=O)O)c1I)Nc1c(I)cc(I)c(C(=O)O)c1I,ioglycamic acid,unknown,,,,,,1.0,1.0,False,False,False
FBQPGGIHOFZRGH-UHFFFAOYSA-N,CCN(CC)CCNc1ccc(C)c2sc3ccccc3c(=O)c12,lucanthone,unknown,,,,medium,,,1.0,False,False,False
QDGZDCVAUDNJFG-UHFFFAOYSA-N,C=C1C(CO)C(O)CC1n1cnc2c(=O)[nH]c(N)nc21,Entecavir,Ambiguous-DILI-Concern,E,boxed_hepatotox,,,,,,False,True,True
HDDSHPAODJUKPD-UHFFFAOYSA-N,COC(=O)Nc1nc2cc(Sc3ccccc3)ccc2[nH]1,fenbendazole,unknown,C,,,strong,,,1.0,False,True,False
OMZCMEYTWSXEPZ-UHFFFAOYSA-N,C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCCCN1CCOCC1,Canertinib,unknown,,,,weak,,,1.0,False,False,False
UDIIBEDMEYAVNG-ZKFPOVNWSA-N,CN[C@@H]1[C@@H](O)[C@@H](O[C@@H]2[C@@H](O)[C@H](O[C@H]3O[C@H](CN)[C@@H](O)[C@H](O)[C@H]3O)[C@@H](N)C[C@H]2NC(=O)[C@@H](O)CN)OC[C@]1(C)O,isepamicin,unknown,,,,,,1.0,1.0,False,False,False
SUJUHGSWHZTSEU-UHFFFAOYSA-N,CCCC1(CCc2ccccc2)CC(O)=C(C(CC)c2cccc(NS(=O)(=O)c3ccc(C(F)(F)F)cn3)c2)C(=O)O1,Tipranavir,vMost-DILI-Concern,E,boxed_hepatotox,,,weak,,,True,True,True
YQNWZWMKLDQSAC-UHFFFAOYSA-N,Cc1ccc(Sc2ccccc2N2CCNCC2)c(C)c1,Vortioxetine hydrobromide,vLess-DILI-Concern,E,,,,,,,True,True,False
BDVFVCGFMNCYPV-UHFFFAOYSA-N,CC1CNCCN1S(=O)(=O)c1cccc2cnccc12,1-(5-Isoquinolinylsulfonyl)-2-Methylpiperazine,unknown,,,,medium,,,1.0,False,False,False
DHNRXBZYEKSXIM-UHFFFAOYSA-N,Cn1sc(Cl)cc1=O,5-Chloro-2-methyl-4-isothiazolin-3-one,unknown,,,,medium,,,1.0,False,False,False
PPRRDFIXUUSXRA-UHFFFAOYSA-N,O=c1[nH]c2ccccc2n1CCN1CCN(c2cccc(C(F)(F)F)c2)CC1,FLIBANSERIN,vNo-DILI-Concern,E,adverse_hepatotox,,,,,1.0,True,True,False
QTGAJCQTLIRCFL-UHFFFAOYSA-N,CCN(CC)CC(=O)Oc1ccc(NC(C)=O)cc1,propacetamol,unknown,,,,strong,,1.0,1.0,False,False,False
FULZLIGZKMKICU-UHFFFAOYSA-N,NC(=S)Nc1ccccc1,Phenylthiourea,unknown,,,,strong,,,1.0,False,False,False
DSAJWYNOEDNPEQ-UHFFFAOYSA-N,[Ba],Barium,unknown,,,,medium,,,1.0,False,False,False
WEYVCQFUGFRXOM-UHFFFAOYSA-N,CN1CCN(CCCN2c3ccccc3Sc3ccccc32)CC1,perazine,unknown,,,weak,,,,1.0,False,False,False
CYFLXLSBHQBMFT-UHFFFAOYSA-N,Cc1nc(NS(=O)(=O)c2ccc(N)cc2)oc1C,sulfamoxole,unknown,,,,,,1.0,1.0,False,False,False
ANEBWFXPVPTEET-UHFFFAOYSA-N,COC(=O)C1=C(C)NC(C)=C(C(=O)OCCN2CCN(C(c3ccccc3)c3ccccc3)CC2)C1c1cccc([N+](=O)[O-])c1,manidipine,unknown,,,,medium,,,1.0,False,False,False
DKOQGJHPHLTOJR-WHRDSVKCSA-N,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3cccc4c3CCC4)CS[C@H]12)c1csc(N)n1,cefpirome,unknown,,,,,,1.0,1.0,False,False,False
AHEVKYYGXVEWNO-UEPZRUIBSA-N,CN(C)[C@@H]1C(O)=C(C(=O)NCNCCCC[C@H](N)C(=O)O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3C[C@@H]12,lymecycline,unknown,,,,,,1.0,1.0,False,False,False
OIRDTQYFTABQOQ-UHFFFAOYSA-N,Nc1ncnc2c1ncn2C1OC(CO)C(O)C1O,Adenosine,vNo-DILI-Concern,,,,strong,,,,True,False,False
RRGUKTPIGVIEKM-UHFFFAOYSA-N,O=C1CCc2cc(OCCCCc3nnnn3C3CCCCC3)ccc2N1,CILOSTAZOL,Ambiguous-DILI-Concern,E,,,medium,,1.0,0.0,False,True,False
IJKVHSBPTUYDLN-UHFFFAOYSA-N,O=[Si](O)O,Silodrate,unknown,,,,medium,,,1.0,False,False,False
LCTONWCANYUPML-UHFFFAOYSA-N,CC(=O)C(=O)O,Pyruvic Acid,unknown,,,,medium,,,1.0,False,False,False
NBRBXGKOEOGLOI-UHFFFAOYSA-N,COc1c(-c2ccc3cc(NS(C)(=O)=O)ccc3c2)cc(-n2ccc(=O)[nH]c2=O)cc1C(C)(C)C,DASABUVIR,unknown,,,weak,,,,1.0,False,False,False
IANQTJSKSUMEQM-UHFFFAOYSA-N,c1ccc2occc2c1,Benzofuran,unknown,,,,medium,,,1.0,False,False,False
FFEARJCKVFRZRR-UHFFFAOYSA-N,CSCCC(N)C(=O)O,(+-)-Methionine,vNo-DILI-Concern,,,weak,strong,,,1.0,True,False,False
ZPAKPRAICRBAOD-UHFFFAOYSA-N,O=C(O)CCC(=O)c1ccc(-c2ccccc2)cc1,fenbufen,unknown,,,,,,1.0,1.0,False,False,False
CYTYCFOTNPOANT-UHFFFAOYSA-N,ClC(Cl)=C(Cl)Cl,tetrachloroethylene,unknown,,,,strong,,,1.0,False,False,False
YMBXTVYHTMGZDW-UHFFFAOYSA-N,CC(C(=O)O)c1ccc(CC2CCCC2=O)cc1,LOXOPROFEN,unknown,,,,weak,,1.0,1.0,False,False,False
UNJFKXSSGBWRBZ-BJCIPQKHSA-N,Nc1nc(/C(=C/CC(=O)O)C(=O)N[C@@H]2C(=O)N3C(C(=O)O)=CCS[C@H]23)cs1,CEFTIBUTEN,unknown,,,,,,1.0,1.0,False,False,False
KRKNYBCHXYNGOX-UHFFFAOYSA-N,O=C(O)CC(O)(CC(=O)O)C(=O)O,CITRIC ACID,unknown,,,,medium,,,1.0,False,False,False
ANMATWQYLIFGOK-UHFFFAOYSA-N,CS(=O)(=O)Nc1cc2occ(NC=O)c(=O)c2cc1Oc1ccccc1,iguratimod,unknown,,,,weak,,,1.0,False,False,False
LHGVFZTZFXWLCP-UHFFFAOYSA-N,COc1ccccc1O,guaiacol,unknown,,,,weak,,,1.0,False,False,False
JGSARLDLIJGVTE-MBNYWOFBSA-N,CC1(C)S[C@@H]2[C@H](NC(=O)Cc3ccccc3)C(=O)N2[C@H]1C(=O)O,PENICILLIN G,unknown,,,,,,1.0,1.0,False,False,False
XAYGBKHKBBXDAK-UHFFFAOYSA-N,O=C(c1ccc(NS(=O)(=O)c2cccc3cccnc23)cc1)N1CCN(CC2CC2)CC1,MITAPIVAT SULFATE,unknown,,boxed_hepatotox,,,,,1.0,False,False,True
BDBMLMBYCXNVMC-UHFFFAOYSA-N,CC1(C)C(/C=C/C=C/C=C/C=C2\N(CCCCS(=O)(=O)O)c3ccc4ccccc4c3C2(C)C)=[N+](CCCCS(=O)(=O)[O-])c2ccc3ccccc3c21,INDOCYANINE GREEN,vNo-DILI-Concern,,,,strong,,,1.0,True,False,False
NEUSVAOJNUQRTM-UHFFFAOYSA-N,CCCCCCCCCCCCCCCC[n+]1ccccc1,cetylpyridinium,unknown,,,,medium,,,1.0,False,False,False
GLEVLJDDWXEYCO-UHFFFAOYSA-N,Cc1c(C)c2c(c(C)c1O)CCC(C)(C(=O)O)O2,"6-hydroxy-2,5,7,8-tetramethylchroman-2-carboxylic acid",,,,,medium,,0.0,,False,False,False
RMMXLENWKUUMAY-UHFFFAOYSA-N,CCCc1nc2c(C)cc(-c3nc4ccccc4n3C)cc2n1Cc1ccc(-c2ccccc2C(=O)O)cc1,Telmisartan,vLess-DILI-Concern,E,,,,,,,True,True,False
IVRXNBXKWIJUQB-UHFFFAOYSA-N,Cc1cccc(-c2nn3c(c2-c2ccnc4ccc(C(N)=O)cc24)CCC3)n1,Galunisertib,unknown,,,,weak,,,1.0,False,False,False
VFMMPHCGEFXGIP-UHFFFAOYSA-N,O=c1cc(-c2ccccc2)oc2c1ccc1ccccc12,Alpha-Naphthoflavone,unknown,,,,strong,,,1.0,False,False,False
JJCQSGDBDPYCEO-XVZSLQNASA-N,NC[C@@H]1CC[C@@H](N)[C@@H](O[C@H]2[C@H](O)[C@@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H](N)C[C@@H]2N)O1,dibekacin,unknown,,,,,,1.0,1.0,False,False,False
PZRHRDRVRGEVNW-UHFFFAOYSA-N,Cc1[nH]c(=O)c(C#N)cc1-c1ccncc1,MILRINONE,Ambiguous-DILI-Concern,,,,,,1.0,1.0,False,False,False
FMJSMJQBSVNSBF-UHFFFAOYSA-N,CCCCC(CC)COC(=O)C(C#N)=C(c1ccccc1)c1ccccc1,OCTOCRYLENE,unknown,,,,medium,,,1.0,False,False,False
IUEWXNHSKRWHDY-UHFFFAOYSA-N,CCCS(=O)(=O)NC1CC(N(C)c2ncnc3[nH]ccc23)C1,"N-(cis-3-(Methyl(7H-pyrrolo(2,3-d)pyrimidin-4-yl)amino)cyclobutyl)-1-propanesulfonamide",unknown,E,warning_hepatotox,,,,,1.0,False,True,False
RRAFCDWBNXTKKO-UHFFFAOYSA-N,C=CCc1ccc(O)c(OC)c1,eugenol,unknown,C,,,medium,,,1.0,False,True,False
HAMNKKUPIHEESI-UHFFFAOYSA-N,NN=C(N)N,Aminoguanidine,unknown,,,,strong,,,1.0,False,False,False
CWRVKFFCRWGWCS-UHFFFAOYSA-N,C1CCc2nnnn2CC1,pentetrazol,unknown,,,,medium,,,1.0,False,False,False
JWPGJSVJDAJRLW-UHFFFAOYSA-N,N=C(N)N1CCc2ccccc2C1,debrisoquine,unknown,,,weak,,,,1.0,False,False,False
RAXXELZNTBOGNW-UHFFFAOYSA-N,c1c[nH]cn1,Imidazole,unknown,,,,medium,,,1.0,False,False,False
KJONHKAYOJNZEC-UHFFFAOYSA-N,O=C1CN=C(c2ccccc2)c2cc([N+](=O)[O-])ccc2N1,nitrazepam,unknown,,,,weak,,,1.0,False,False,False
WDRYRZXSPDWGEB-UHFFFAOYSA-N,O=C(O)c1nn(Cc2ccc(Cl)cc2Cl)c2ccccc12,lonidamine,unknown,,,,strong,,1.0,1.0,False,False,False
BWBONKHPVHMQHE-UHFFFAOYSA-N,CC(C)CCOc1ccc(NC(=S)Nc2ccc(OCCC(C)C)cc2)cc1,tiocarlide,unknown,,,,,,1.0,1.0,False,False,False
ZJQHPWUVQPJPQT-UHFFFAOYSA-N,NCc1cc(=O)[nH]o1,Muscimol,unknown,,,,medium,,,1.0,False,False,False
YXVZOBVWVRFPTE-UHFFFAOYSA-N,CNC1Cc2ccccc2N(C)c2ccccc21,metapramine,unknown,,,,,,1.0,1.0,False,False,False
CLKOFPXJLQSYAH-UHFFFAOYSA-N,CCC(C)C(N)C1=NC(C(=O)NC(CC(C)C)C(=O)NC(CCC(=O)O)C(=O)NC(C(=O)NC2CCCCNC(=O)C(CC(N)=O)NC(=O)C(CC(=O)O)NC(=O)C(Cc3cnc[nH]3)NC(=O)C(Cc3ccccc3)NC(=O)C(C(C)CC)NC(=O)C(CCCN)NC2=O)C(C)CC)CS1,Bacitracin,vNo-DILI-Concern,,,,medium,,,,True,False,False
IXOXBSCIXZEQEQ-UHFFFAOYSA-N,COc1nc(N)nc2c1ncn2C1OC(CO)C(O)C1O,Nelarabine,vLess-DILI-Concern,E,,,,,,,True,True,False
AJOQSQHYDOFIOX-UHFFFAOYSA-N,CCC(C(=O)NC(N)=O)c1ccccc1,pheneturide,unknown,,,,,,1.0,1.0,False,False,False
FCDLCPWAQCPTKC-UHFFFAOYSA-N,O=C(O)c1cc(O)c2c(c1)C(=O)c1cccc(O)c1C2=O,Rhein,unknown,,,,strong,,,1.0,False,False,False
YEKQSSHBERGOJK-UHFFFAOYSA-N,CNC(=O)OCc1cccc(COC(=O)NC)n1,pyricarbate,unknown,,,medium,,,,1.0,False,False,False
CIWBSHSKHKDKBQ-UHFFFAOYSA-N,O=C1OC(C(O)CO)C(O)=C1O,Vitamin C,vNo-DILI-Concern,,,weak,medium,medium,,,True,False,False
