inchi_key,canonical_smiles,name,vivo_dilirank,vivo_livertox,vivo_dailymed,vivo_pubmed,vivo_ctd,vivo_faers,vivo_chembl,vivo_marketed_clean_neg,has_dilirank,has_livertox,has_dm_boxed
DHCDFWKWKRSZHF-UHFFFAOYSA-N,O=S(O)(O)=S,THIOSULFURIC ACID,vNo-DILI-Concern,,,,weak,,,1.0,True,False,False
CFFZDZCDUFSOFZ-UHFFFAOYSA-N,O=C(O)Cc1ccc(O)c(O)c1,Dopac,unknown,,,,medium,,,1.0,False,False,False
LNEPOXFFQSENCJ-UHFFFAOYSA-N,O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,HALOPERIDOL,vLess-DILI-Concern,B,,medium,strong,,1.0,1.0,True,True,False
GAGWJHPBXLXJQN-UHFFFAOYSA-N,CCCCCOC(=O)Nc1nc(=O)n(C2OC(C)C(O)C2O)cc1F,Capecitabine,vLess-DILI-Concern,E,boxed_hepatotox,medium,,weak,,,True,True,True
ZGUGWUXLJSTTMA-UHFFFAOYSA-N,CN(C)CCCN1c2ccccc2Sc2ccccc21,PROMAZINE,unknown,,,,,,1.0,1.0,False,False,False
PWAUCHMQEXVFJR-PMAPCBKXSA-N,Cc1cc(=O)c(C(=O)N[C@@H](C(=O)N[C@@H]2C(=O)N3C(C(=O)O)=C(CSc4nnnn4C)CS[C@H]23)c2ccc(O)cc2)c[nH]1,Cefpiramide,unknown,,,,,,1.0,1.0,False,False,False
DDDQVDIPBFGVIG-UHFFFAOYSA-N,CC(C)(Oc1ccc(Cl)cc1)C(=O)NC(=O)NCN1CCOCC1,plafibride,unknown,,,,,,1.0,1.0,False,False,False
WCWSTNLSLKSJPK-UHFFFAOYSA-N,CC1COC2Cn3cc(C(=O)NCc4ccc(F)cc4F)c(=O)c(O)c3C(=O)N12,Cabotegravir sodium,Ambiguous-DILI-Concern,E,warning_hepatotox,,,,,,False,True,False
FBHSPRKOSMHSIF-UHFFFAOYSA-N,CC(=O)OCC(=O)C12N=C(C)OC1CC1C3CCC4=CC(=O)C=CC4(C)C3C(O)CC12C,Deflazacort,vNo-DILI-Concern,,warning_hepatotox,,,,,,True,False,False
RNOAOAWBMHREKO-UHFFFAOYSA-N,C=CC(=O)N1CCC(C2CCNc3c(C(N)=O)c(-c4ccc(Oc5ccccc5)cc4)nn32)CC1,Zanubrutinib,vMost-DILI-Concern,E,,,,,,,True,True,False
DHMQDGOQFOQNFH-UHFFFAOYSA-N,NCC(=O)O,GLYCINE,unknown,,,,medium,,,1.0,False,False,False
YQEZLKZALYSWHR-UHFFFAOYSA-N,CNC1(c2ccccc2Cl)CCCCC1=O,Ketamine hydrochloride,vLess-DILI-Concern,E,,weak,medium,,,,True,True,False
HJXMNVQARNZTEE-UHFFFAOYSA-N,CCCCC1OC(=O)c2ccccc21,butylphthalide,unknown,,,,weak,,,1.0,False,False,False
FKNQFGJONOIPTF-UHFFFAOYSA-N,[Na+],SODIUM FLUORIDE,vNo-DILI-Concern,,,,medium,,,1.0,True,False,False
RWCCWEUUXYIKHB-UHFFFAOYSA-N,O=C(c1ccccc1)c1ccccc1,Benzophenone,unknown,,,,medium,,,1.0,False,False,False
XAUDJQYHKZQPEU-UHFFFAOYSA-N,Nc1ncn(C2CC(O)C(CO)O2)c(=O)n1,Decitabine,Ambiguous-DILI-Concern,E,,,medium,,,,False,True,False
UHRBTBZOWWGKMK-DOMZBBRYSA-N,CO[C@@]1(NC(=O)CSC(F)F)C(=O)N2C(C(=O)O)=C(CSc3nnnn3CCO)CO[C@@H]21,flomoxef,unknown,,,,,,1.0,1.0,False,False,False
RXWNCPJZOCPEPQ-NVWDDTSBSA-N,COc1ccc(C[C@H](N)C(=O)N[C@H]2[C@@H](O)[C@H](n3cnc4c(N(C)C)ncnc43)O[C@@H]2CO)cc1,Puromycin,unknown,,,,,,1.0,1.0,False,False,False
PWNMXPDKBYZCOO-UHFFFAOYSA-N,Cc1oc(=O)oc1CN1CCN(c2cc3c(cc2F)c(=O)c(C(=O)O)c2n3C(C)S2)CC1,prulifloxacin,unknown,,,,weak,,1.0,1.0,False,False,False
ALWKGYPQUAPLQC-UHFFFAOYSA-N,CN(C)C(=O)Oc1cccc([N+](C)(C)C)c1,NEOSTIGMINE,unknown,,,,weak,,,1.0,False,False,False
VQOXZBDYSJBXMA-UHFFFAOYSA-N,CC1C=CC=CCCC=CC=CC=CC=CC(OC2OC(C)C(O)C(N)C2O)CC2OC(O)(CC(O)C(O)CCC(O)CC(O)CC(O)CC(=O)OC(C)C(C)C1O)CC(O)C2C(=O)O,Nystatin,vNo-DILI-Concern,E,,,medium,weak,,,True,True,False
ZAFYATHCZYHLPB-UHFFFAOYSA-N,Cc1ccc(-c2nc3ccc(C)cn3c2CC(=O)N(C)C)cc1,ZOLPIDEM,Ambiguous-DILI-Concern,E,,,,weak,,0.0,False,True,False
YAKWPXVTIGTRJH-UHFFFAOYSA-N,CCOP(=O)(OCC)C(C)NC(=O)N(CCCl)N=O,fotemustine,unknown,,,,,,1.0,1.0,False,False,False
GPTXWRGISTZRIO-UHFFFAOYSA-N,Cc1ccc2c(Cl)cc(Cl)c(O)c2n1,chlorquinaldol,unknown,,,,weak,,,1.0,False,False,False
HGBOYTHUEUWSSQ-UHFFFAOYSA-N,CCCCC=O,Pentanal,unknown,,,,medium,,,1.0,False,False,False
UXCAQJAQSWSNPQ-XLPZGREQSA-N,Cc1cn([C@H]2C[C@H](F)[C@@H](CO)O2)c(=O)[nH]c1=O,3'-Fluorothymidine,unknown,,,,,,1.0,1.0,False,False,False
XPCTZQVDEJYUGT-UHFFFAOYSA-N,Cc1occc(=O)c1O,Ferric Maltol,vNo-DILI-Concern,,,,medium,,,1.0,True,False,False
WLHQHAUOOXYABV-UHFFFAOYSA-N,CN1C(C(=O)Nc2ccccn2)=C(O)c2sc(Cl)cc2S1(=O)=O,lornoxicam,unknown,,,,weak,,,1.0,False,False,False
YVNQAIFQFWTPLQ-UHFFFAOYSA-N,CCOc1ccc(Nc2ccc(/C(=C3/C=C/C(=[N+](/CC)Cc4cccc(S(=O)(=O)[O-])c4)C=C3C)c3ccc(N(CC)Cc4cccc(S(=O)(=O)O)c4)cc3C)cc2)cc1,BRILLIANT BLUE G,vNo-DILI-Concern,,,,medium,,,1.0,True,False,False
DSSYKIVIOFKYAU-UHFFFAOYSA-N,CC12CCC(CC1=O)C2(C)C,camphor,unknown,,,,medium,,1.0,1.0,False,False,False
TUNFSRHWOTWDNC-UHFFFAOYSA-N,CCCCCCCCCCCCCC(=O)O,Myristic Acid,unknown,,,,weak,,,1.0,False,False,False
RJMUSRYZPJIFPJ-UHFFFAOYSA-N,O=C(Nc1ccc([N+](=O)[O-])cc1Cl)c1cc(Cl)ccc1O,NICLOSAMIDE,unknown,,,,medium,,,1.0,False,False,False
KUAZQDVKQLNFPE-UHFFFAOYSA-N,CN(C)C(=S)SSC(=S)N(C)C,thiram,unknown,,,,strong,,,1.0,False,False,False
KHAUBYTYGDOYRU-IRXASZMISA-N,CCCC[C@@H]1CC(=O)[C@]2(O)O[C@@H]3[C@@H](NC)[C@@H](O)[C@@H](NC)[C@H](O)[C@H]3O[C@@H]2O1,trospectomycin,unknown,,,,,,1.0,1.0,False,False,False
QNAYBMKLOCPYGJ-UHFFFAOYSA-N,CC(N)C(=O)O,DL-Alanine,unknown,,,weak,,,,1.0,False,False,False
JUKPWJGBANNWMW-UHFFFAOYSA-N,COC(=O)C1CC2=CC(=O)CCC2(C)C23OC2CC2(C)C(CCC24CCC(=O)O4)C13,Eplerenone,vLess-DILI-Concern,E,,,,,,,True,True,False
OELFLUMRDSZNSF-UHFFFAOYSA-N,CC(C)C1CCC(C(=O)NC(Cc2ccccc2)C(=O)O)CC1,Nateglinide,Ambiguous-DILI-Concern,E,,,weak,,,,False,True,False
QAOWNCQODCNURD-UHFFFAOYSA-N,O=S(=O)(O)O,SODIUM SULFATE ANHYDROUS,unknown,,,,medium,,,1.0,False,False,False
ZDXPYRJPNDTMRX-UHFFFAOYSA-N,NC(=O)CCC(N)C(=O)O,L-glutamine,Ambiguous-DILI-Concern,E,,,medium,,,,False,True,False
MWUXSHHQAYIFBG-UHFFFAOYSA-N,[N]=O,NITRIC OXIDE,unknown,,,,strong,,,1.0,False,False,False
BQCADISMDOOEFD-UHFFFAOYSA-N,[Ag],Silver,unknown,,,,strong,,,1.0,False,False,False
GJXWDTUCERCKIX-UHFFFAOYSA-N,O=CN(O)CCCP(=O)(O)O,Fosmidomycin,unknown,,,,,,1.0,1.0,False,False,False
OIRCOABEOLEUMC-UHFFFAOYSA-N,CCC(C)C(NC(=O)C(CCC(=O)O)NC(=O)C(CCC(=O)O)NC(=O)C(Cc1ccccc1)NC(=O)C(CC(=O)O)NC(=O)CNC(=O)C(CC(N)=O)NC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)C1CCCN1C(=O)C(CCCNC(=N)N)NC(=O)C1CCCN1C(=O)C(N)Cc1ccccc1)C(=O)N1CCCC1C(=O)NC(CCC(=O)O)C(=O)NC(CCC(=O)O)C(=O)NC(Cc1ccc(O)cc1)C(=O)NC(CC(C)C)C(=O)O,Bivalirudin,vNo-DILI-Concern,,,,weak,,,,True,False,False
XZMCDFZZKTWFGF-UHFFFAOYSA-N,N#CN,Cyanamide,unknown,,,medium,strong,,1.0,1.0,False,False,False
RXKJFZQQPQGTFL-UHFFFAOYSA-N,O=C(CO)CO,Dihydroxyacetone,unknown,,,,medium,,,1.0,False,False,False
WHBIGIKBNXZKFE-UHFFFAOYSA-N,CC(C)Nc1cccnc1N1CCN(C(=O)c2cc3cc(NS(C)(=O)=O)ccc3[nH]2)CC1,DELAVIRDINE,Ambiguous-DILI-Concern,E,,,,,1.0,0.0,False,True,False
HXRSXEDVVARPHP-UDWIEESQSA-N,CN(C)Cc1ccc(CSCCN/C(=C\[N+](=O)[O-])NCc2ccc3c(c2)OCO3)o1,Niperoditine,unknown,,,,,,1.0,1.0,False,False,False
DJQOOSBJCLSSEY-UHFFFAOYSA-N,Cc1cnc(C(=O)O)c[n+]1[O-],acipimox,unknown,,,,medium,,,1.0,False,False,False
MPIPASJGOJYODL-UHFFFAOYSA-N,Clc1ccc(C(Cn2ccnc2)OCc2c(Cl)cccc2Cl)c(Cl)c1,Isoconazole,unknown,,,,weak,,,1.0,False,False,False
MVCOAUNKQVWQHZ-UHFFFAOYSA-N,Cc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2ccc(OCCN3CCOCC3)c3ccccc23)cc1,Doramapimod,unknown,,,,,,1.0,1.0,False,False,False
ACGDKVXYNVEAGU-UHFFFAOYSA-N,N=C(N)NCCN1CCCCCCC1,GUANETHIDINE,vNo-DILI-Concern,,,,,,1.0,1.0,True,False,False
OJYLAHXKWMRDGS-UHFFFAOYSA-N,COc1cc(CCC(C)=O)ccc1O,Zingerone,unknown,,,,medium,,,1.0,False,False,False
RKUNBYITZUJHSG-UHFFFAOYSA-N,CN1C2CCC1CC(OC(=O)C(CO)c1ccccc1)C2,Atropine,vNo-DILI-Concern,,,,strong,,,,True,False,False
XJSFLOJWULLJQS-NGVXBBESSA-N,CO[C@@H]1[C@@H](O[C@@H]2O[C@H](C)[C@@H](O[C@H]3C[C@@](C)(O)[C@@H](OC(=O)CC(C)C)[C@H](C)O3)[C@H](N(C)C)[C@H]2O)[C@@H](CC=O)C[C@@H](C)[C@@H](O)/C=C/C=C/C[C@@H](C)OC(=O)C[C@H]1OC(C)=O,josamycin,unknown,,,,,,1.0,1.0,False,False,False
QYPPJABKJHAVHS-UHFFFAOYSA-N,NCCCCN=C(N)N,Agmatine,unknown,,,,medium,,,1.0,False,False,False
YPELFRMCRYSPKZ-UHFFFAOYSA-N,CCOc1cc(N)c(Cl)cc1C(=O)NCC1CN(Cc2ccc(F)cc2)CCO1,mosapride,unknown,,,,medium,,,1.0,False,False,False
JZQKKSLKJUAGIC-UHFFFAOYSA-N,CC(C)NCC(O)COc1cccc2[nH]ccc12,PINDOLOL,vNo-DILI-Concern,E,,,weak,,,1.0,True,True,False
XEEYBQQBJWHFJM-UHFFFAOYSA-N,[Fe],iron,unknown,A,,medium,strong,,,1.0,False,True,False
GUXHBMASAHGULD-UHFFFAOYSA-N,CN(C)C1C(=O)C(C(N)=O)=C(O)C2(O)C(=O)C3=C(O)c4c(O)ccc(Cl)c4C(O)C3CC12,Demeclocycline hydrochloride,Ambiguous-DILI-Concern,E,,,weak,,,,False,True,False
OSFCMRGOZNQUSW-UHFFFAOYSA-N,COc1cc2c(cc1OC)CN(CCc1ccc(NC(=O)c3cccc4c(=O)c5cccc(OC)c5[nH]c34)cc1)CC2,Elacridar,unknown,,,,weak,,,1.0,False,False,False
CBRJPFGIXUFMTM-UHFFFAOYSA-N,C=CC(=O)N1CC(Nc2ncnc3[nH]ccc23)CCC1C,Ritlecitinib,,E,warning_hepatotox,,,,,,False,True,False
TWFZGCMQGLPBSX-UHFFFAOYSA-N,COC(=O)Nc1nc2ccccc2[nH]1,Carbendazim,unknown,,,,strong,,1.0,1.0,False,False,False
GYDJEQRTZSCIOI-UHFFFAOYSA-N,NCC1CCC(C(=O)O)CC1,4-(Aminomethyl)cyclohexanecarboxylic acid,vNo-DILI-Concern,,,,weak,,,1.0,True,False,False
NPGNOVNWUSPMDP-UTEPHESZSA-N,CC(C)(C)C(=O)OCOC(=O)[C@@H]1N2C(=O)[C@@H](/N=C/N3CCCCCC3)[C@H]2SC1(C)C,AMDINOCILLIN PIVOXIL,unknown,,,,,,1.0,1.0,False,False,False
LELOWRISYMNNSU-UHFFFAOYSA-N,C#N,Ferric Ferrocyanide,unknown,,,,medium,,,1.0,False,False,False
CXHKZHZLDMQGFF-ZSDSSEDPSA-N,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(CSc3cnns3)CS[C@H]12)c1csc(N)n1,cefuzonam,unknown,,,,,,1.0,1.0,False,False,False
LORDFXWUHHSAQU-UHFFFAOYSA-N,CCC(COC(=O)c1cc(OC)c(OC)c(OC)c1)(c1ccccc1)N(C)C,trimebutine,unknown,,,,,,1.0,1.0,False,False,False
UIYAXIPXULMHAI-JLGRZTKVSA-N,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)OCOC(=O)C(C)(C)C)=C(Cn3nnc(C)n3)CS[C@H]12)c1csc(N)n1,cefteram pivoxil,unknown,,,,,,1.0,1.0,False,False,False
ZEHYJZXQEQOSON-AATRIKPKSA-N,C#CC(O)(/C=C/Cl)CC,ETHCHLORVYNOL,unknown,,,,,,1.0,1.0,False,False,False
FFDGPVCHZBVARC-UHFFFAOYSA-N,CN(C)CC(=O)O,"N,N-Dimethylglycine",unknown,,,,weak,,,1.0,False,False,False
KMIPKYQIOVAHOP-YLGJWRNMSA-N,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(/C=C\c3scnc3C)CS[C@H]12)c1csc(N)n1,Cefditoren,unknown,,,,,,1.0,1.0,False,False,False
YEZNLOUZAIOMLT-UHFFFAOYSA-N,Cc1c(Cl)cccc1Nc1ccccc1C(=O)O,tolfenamic acid,unknown,,,,,,1.0,1.0,False,False,False
IAZDPXIOMUYVGZ-UHFFFAOYSA-N,C[S+](C)[O-],dimethyl sulfoxide,unknown,,,,strong,,1.0,1.0,False,False,False
LOUPRKONTZGTKE-UHFFFAOYSA-N,C=CC1CN2CCC1CC2C(O)c1ccnc2ccc(OC)cc12,Quinidine barbiturate,vLess-DILI-Concern,B,,medium,strong,,,1.0,True,True,False
DOUYETYNHWVLEO-UHFFFAOYSA-N,CC(C)Cn1cnc2c(N)nc3ccccc3c21,IMIQUIMOD,unknown,,,,medium,,,1.0,False,False,False
RKLNONIVDFXQRX-UHFFFAOYSA-N,O=C(CCCN1CCC(O)(c2ccc(Br)cc2)CC1)c1ccc(F)cc1,bromperidol,unknown,,,,,,1.0,1.0,False,False,False
ZNOVTXRBGFNYRX-UHFFFAOYSA-N,CN1c2c(nc(N)[nH]c2=O)NCC1CNc1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1,Levomefolate calcium,vNo-DILI-Concern,,,,weak,,,,True,False,False
NDAUXUAQIAJITI-UHFFFAOYSA-N,CC(C)(C)NCC(O)c1ccc(O)c(CO)c1,ALBUTEROL,vNo-DILI-Concern,,,,medium,medium,,1.0,True,False,False
TZRXHJWUDPFEEY-UHFFFAOYSA-N,O=[N+]([O-])OCC(CO[N+](=O)[O-])(CO[N+](=O)[O-])CO[N+](=O)[O-],pentaerithrityl tetranitrate,unknown,,,,weak,,,1.0,False,False,False
WUTYZMFRCNBCHQ-UHFFFAOYSA-N,CC1OC2(CS1)CN1CCC2CC1,CEVIMELINE,Ambiguous-DILI-Concern,E,,,,,1.0,0.0,False,True,False
SMTZFNFIKUPEJC-UHFFFAOYSA-N,CC(=O)OCC(=O)NCCCOc1cccc(CN2CCCCC2)c1,roxatidine acetate,unknown,,,,,,1.0,1.0,False,False,False
UCPOMLWZWRTIAA-UHFFFAOYSA-N,CCNc1cccnc1N1CCN(C(=O)c2cc3cc(OC)ccc3[nH]2)CC1,Atevirdine,unknown,,,,,,1.0,1.0,False,False,False
MUMGGOZAMZWBJJ-DYKIIFRCSA-N,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2O,TESTOSTERONE,unknown,,,,,,1.0,1.0,False,False,False
AIJULSRZWUXGPQ-UHFFFAOYSA-N,CC(=O)C=O,Methylglyoxal,unknown,,,,strong,,,1.0,False,False,False
GVJHHUAWPYXKBD-UHFFFAOYSA-N,Cc1c(C)c2c(c(C)c1O)CCC(C)(CCCC(C)CCCC(C)CCCC(C)C)O2,DL-alpha-Tocopherol,vNo-DILI-Concern,,,medium,strong,,,1.0,True,False,False
PTDRUEDSEVLCBO-UHFFFAOYSA-N,O=S(=O)(O)CC(O)CS,"Aurate(1-), (2-hydroxy-3-mercapto-1-propanesulfonato(2-))-, sodium (1:1)",unknown,,,weak,,,,1.0,False,False,False
PCOBBVZJEWWZFR-UHFFFAOYSA-N,CCOC(=O)Nc1ccc(NCc2ccc(F)cc2)cc1N,EZOGABINE,unknown,E,,,weak,,,1.0,False,True,False
