inchi_key,canonical_smiles,name,manual_label,source,reason
NTNWOCRCBQPEKQ-UHFFFAOYSA-N,CN=C(N)NCCCC(N)C(=O)O,omega-N-Methylarginine,,non_drug,industrial/lab/non-drug chemical
OZKOMUDCMCEDTM-UHFFFAOYSA-N,c1cnc2c(c1)ccc1ncccc12,"1,7-phenanthroline",,non_drug,industrial/lab/non-drug chemical
DXYUAIFZCFRPTH-UHFFFAOYSA-N,COc1cc2c(=O)c(-c3ccc(O)cc3)coc2cc1O,glycitein,,non_drug,industrial/lab/non-drug chemical
GZIFEOYASATJEH-UHFFFAOYSA-N,Cc1cc(O)cc2c1OC(C)(CCCC(C)CCCC(C)CCCC(C)C)CC2,delta-tocopherol,,non_drug,industrial/lab/non-drug chemical
ZFKKRRMUPBBYRS-UHFFFAOYSA-N,O=c1cc(-c2ccccc2)oc2c(O)c(O)cc(O)c12,norwogonin,,non_drug,industrial/lab/non-drug chemical
NEYQATXDZSNIOO-UHFFFAOYSA-N,CCC=CC=CC=CC=CCCC(O)CCCCCCC(=O)O,8-hydroxyeicosatetraenoic acid,,non_drug,industrial/lab/non-drug chemical
BNQSTAOJRULKNX-UHFFFAOYSA-N,CC(=O)NCCCCCCNC(C)=O,hexamethylene bisacetamide,,non_drug,industrial/lab/non-drug chemical
ODADKLYLWWCHNB-UHFFFAOYSA-N,CC(C)=CCCC(C)=CCCC(C)=CCCC1(C)CCc2cc(O)cc(C)c2O1,"tocotrienol, delta",,non_drug,industrial/lab/non-drug chemical
WUUGFSXJNOTRMR-UHFFFAOYSA-N,CSCC1OC(n2cnc3c(N)ncnc32)C(O)C1O,5'-methylthioadenosine,,non_drug,industrial/lab/non-drug chemical
IVOMOUWHDPKRLL-UHFFFAOYSA-N,Nc1ncnc2c1ncn2C1OC2COP(=O)(O)OC2C1O,Cyclic AMP,,non_drug,industrial/lab/non-drug chemical
UATJOMSPNYCXIX-UHFFFAOYSA-N,O=[N+]([O-])c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1,sym-trinitrobenzene,,non_drug,industrial/lab/non-drug chemical
GYKFWCDBQAFCLJ-RTWAWAEBSA-N,COc1ccc([C@@H]2Sc3cc(Cl)ccc3N(CCN(C)C)C(=O)[C@@H]2OC(C)=O)cc1,CHEMBL348763,,non_drug,ChEMBL ID only
NMUSYJAQQFHJEW-ARQDHWQXSA-N,Nc1ncn([C@@H]2O[C@H](CO)[C@@H](O)[C@@H]2O)c(=O)n1,CHEMBL2106666,,non_drug,ChEMBL ID only
HCAGTMLWEWVIJA-UHFFFAOYSA-N,COc1cc(-c2oc3c(OC)c(OC)c(OC)c(O)c3c(=O)c2OC)ccc1O,"5,4'-dihydroxy-3,6,7,8,3'-pentamethoxyflavone",,non_drug,IUPAC chemistry name
LCAFGJGYCUMTGS-UHFFFAOYSA-N,NCC1CC(=O)N(Cc2ccccc2)C1,CHEMBL2104682,,non_drug,ChEMBL ID only
JRFZSUMZAUHNSL-UHFFFAOYSA-N,COc1cc(OC)c2c(=O)cc(-c3ccccc3)oc2c1,"5,7-dimethoxyflavone",,non_drug,industrial/lab/non-drug chemical
SBMIVUVRFPGOEB-UHFFFAOYSA-N,Clc1cc2oc3cc(Cl)c(Cl)c(Cl)c3c2cc1Cl,"1,2,3,7,8-pentachlorodibenzofuran",,non_drug,IUPAC chemistry name
LUFAORPFSVMJIW-UHFFFAOYSA-N,COc1ccc2c(c1)CCC1C2CCC2(C)C(NCCCCCCN3C(=O)C=CC3=O)CCC12,"1-(6-((3-methoxyestra-1,3,5(10)-trien-17-yl)amino)hexyl)-1H-pyrrole-2,5-dione",,non_drug,IUPAC chemistry name
AGZXTDUDXXPCMJ-UHFFFAOYSA-N,O=C(O)C1CSC(C(O)C(O)C(O)CO)N1,"2-(1',2',3',4'-tetrahydroxybutyl)thiazolidine-4-carboxylic acid",,non_drug,IUPAC chemistry name
DBQHWMPFMCOGIW-UHFFFAOYSA-N,COc1ccc(NC(=O)C=C(C)C=CC=C(C)C=CC2=C(C)CCCC2(C)C)cc1,N-(4-methoxyphenyl)retinamide,,non_drug,IUPAC chemistry name
GIJPBJLOHMBSSM-UHFFFAOYSA-N,CCP(=O)(OC)c1ccc2oc(-c3cccc(C(F)(F)F)c3)nc2c1,CHEMBL4634268,,non_drug,ChEMBL ID only
JGWYPPCSIMCNLP-UHFFFAOYSA-N,CC(=O)Nc1ccc(S(=O)(=O)O)c2cc(S(=O)(=O)O)c(N=Nc3ccccc3)c(O)c12,Lignin,,non_drug,industrial/lab/non-drug chemical
YUSWMAULDXZHPY-UHFFFAOYSA-N,O=c1cc(-c2ccc(O)c(-c3c(O)cc(O)c4c(=O)cc(-c5ccc(O)cc5)oc34)c2)oc2cc(O)cc(O)c12,amentoflavone,,non_drug,industrial/lab/non-drug chemical
XAKKNLNAJBNLPC-MAYKBZFQSA-N,CC[N+](C)(C/C=C/C1=C(C(=O)[O-])N2C(=O)[C@@H](NC(=O)/C(=N\OCF)c3nsc(N)n3)[C@H]2SC1)CC(N)=O,CHEMBL2074822,,non_drug,ChEMBL ID only
SMNCEXHPBATBIT-UHFFFAOYSA-N,O=C(O)CCCOc1cccc(CCCCCCOc2cc(-c3ccccc3)cc(-c3ccccc3)c2)c1CCC(=O)O,CHEMBL1099323,,non_drug,ChEMBL ID only
GXVBFMDZQMQKOU-UHFFFAOYSA-N,CC(=O)n1nc(-c2ccccc2)cc1-c1cn(-c2ccccc2)nc1-c1ccc(OCc2ccccc2)cc1,CHEMBL4449905,,non_drug,ChEMBL ID only
AMSZHSUEHGXXIY-UHFFFAOYSA-N,O=[Si](O[Si](O)(O)O)O[Si](O)(O)O[Si](=O)O[Si](O)(O)O[Si](O)(O)O[Si](=O)O[Si](O)(O)O,"Asbestos, Amosite",,non_drug,industrial/lab/non-drug chemical
VTRBOZNMGVDGHY-UHFFFAOYSA-N,Cc1ccc(Nc2ccc3cc(S(=O)(=O)O)ccc3c2)cc1,2-(4-toluidino)-6-naphthalenesulfonic acid,,non_drug,IUPAC chemistry name
JQJSFAJISYZPER-UHFFFAOYSA-N,O=C(Nc1ccc(Cl)cc1)NS(=O)(=O)c1ccc2c(c1)CCC2,CHEMBL7643,,non_drug,ChEMBL ID only
DBUXSCUEGJMZAE-UHFFFAOYSA-N,C[Hg+],methylmercury hydroxide,,non_drug,industrial/lab/non-drug chemical
HQCPTPHSOWKOST-UHFFFAOYSA-N,NC(CCC(=O)NC(CSc1cc(O)c(SCC(NC(=O)CCC(N)C(=O)O)C(=O)NCC(=O)O)c(SCC(NC(=O)CCC(N)C(=O)O)C(=O)NCC(=O)O)c1O)C(=O)NCC(=O)O)C(=O)O,"2,3,5-(triglutathion-S-yl)hydroquinone",,non_drug,IUPAC chemistry name
OKQHSIGMOWQUIK-UHFFFAOYSA-N,Nc1ncc2ncn(COCCO)c2n1,CHEMBL2106725,,non_drug,ChEMBL ID only
HUADITLKOCMHSB-ZPGVKDDISA-N,CCC(C)n1ncn(-c2ccc(N3CCN(c4ccc(OC[C@H]5CO[C@](Cn6cncn6)(c6ccc(F)cc6F)O5)cc4)CC3)cc2)c1=O,CHEMBL2105770,,non_drug,ChEMBL ID only
JARCFMKMOFFIGZ-UHFFFAOYSA-N,O=C1NC(=S)NC(=O)C1C(=O)Nc1ccccc1,CHEMBL1765797,,non_drug,ChEMBL ID only
CBOMORHDRONZRN-UHFFFAOYSA-N,CCC=CCC(O)C=CC1C(O)CC(=O)C1CC=CCCCC(=O)O,prostaglandin E3,,non_drug,industrial/lab/non-drug chemical
CYSHNJQMYORNJI-UHFFFAOYSA-N,CC1=CCC2(C)CCC(O)(C(C)C)C2C(OC(=O)c2ccc(O)cc2)C1,"4-oxy-6-(4-oxybezoyloxy)dauc-8,9-en",,non_drug,IUPAC chemistry name
APAJFZPFBHMFQR-UHFFFAOYSA-N,O=C1c2ccc(O)cc2C(=O)c2ccc(O)cc21,"2,6-dihydroxyanthraquinone",,non_drug,IUPAC chemistry name
FBWADIKARMIWNM-UHFFFAOYSA-N,O=C1C=CC(=Nc2cc(Cl)c(O)c(Cl)c2)C=C1,"2,6-Dichloroindophenol",,non_drug,IUPAC chemistry name
HFEFVMLCQRYGPR-UHFFFAOYSA-N,O=C(Nc1nc2ccc(Cl)cc2s1)NN1C(=O)CSC1c1ccc([N+](=O)[O-])cc1,CHEMBL4452708,,non_drug,ChEMBL ID only
XVIRQUPKJKMFRN-UHFFFAOYSA-N,CC(C)NC(=O)c1ccccc1S(=O)(=O)NCC(=O)Nc1ccc(O)cc1,CHEMBL4748000,,non_drug,ChEMBL ID only
VXIMPSPISRVBPZ-NWUMPJBXSA-N,CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3C=C(C)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,CHEMBL4071215,,non_drug,ChEMBL ID only
FCKJYANJHNLEEP-UHFFFAOYSA-N,C=C1CCC(O)CC1=CC=C1CCCC2(C)C1CCC2C(C)CCC(O)C(C)(C)O,"24,25-Dihydroxyvitamin D 3",,non_drug,IUPAC chemistry name
HCWZEPKLWVAEOV-UHFFFAOYSA-N,Clc1ccc(Cl)c(-c2cc(Cl)ccc2Cl)c1,"2,5,2',5'-tetrachlorobiphenyl",,non_drug,IUPAC chemistry name
YGXCETJZBDTKRY-DZCVGBHJSA-N,CC[C@H]1NC(=O)[C@@H](NC(=O)c2ncccc2O)[C@@H](C)OC(=O)[C@H](c2ccccc2)NC(=O)[C@@H]2CC(=O)CCN2C(=O)[C@H](Cc2ccc(N(C)C)cc2)N(C)C(=O)[C@@H]2CCCN2C1=O,CHEMBL1256399,,non_drug,ChEMBL ID only
RZRPZWGIOOZIBE-UHFFFAOYSA-N,Clc1ccccc1CNCC1CCC(CNCc2ccccc2Cl)CC1,"trans-1,4-Bis(2-chlorobenzaminomethyl)cyclohexane Dihydrochloride",,non_drug,IUPAC chemistry name
RZCKTPORLKUFGY-UHFFFAOYSA-N,Cc1cccc(Nc2cc(Cl)nc(SCC(=O)NCCO)n2)c1C,CHEMBL1908320,,non_drug,ChEMBL ID only
MKXGHWZEYYSQRA-UHFFFAOYSA-N,Nc1c2c(nc3cc(Br)ccc13)CCC(C(=O)NCCCc1ccccc1)C2,CHEMBL4206709,,non_drug,ChEMBL ID only
KTXUOWUHFLBZPW-UHFFFAOYSA-N,Clc1cccc(-c2cccc(Cl)c2)c1,"3,3'-dichlorobiphenyl",,non_drug,IUPAC chemistry name
LSPJWTULWKYRTQ-UHFFFAOYSA-N,COc1ncc(-c2ccc3ncc(-c4nnc(CCN5CCN(C)CC5)o4)n3c2)cc1NS(=O)(=O)c1ccc(F)cc1F,CHEMBL4440406,,non_drug,ChEMBL ID only
OSENKJZWYQXHBN-UHFFFAOYSA-N,CC(CCC1OC1(C)C)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C,"24,25-epoxycholesterol",,non_drug,IUPAC chemistry name
QVLMUEOXQBUPAH-UHFFFAOYSA-N,Oc1ccc(C=Cc2ccccc2)cc1,4-hydroxystilbene,,non_drug,industrial/lab/non-drug chemical
JORWQECTVIFNQT-UHFFFAOYSA-N,CCP(=O)(OC)c1ccc2oc(-c3ccc(C(F)(F)F)cc3)nc2c1,CHEMBL4640211,,non_drug,ChEMBL ID only
OJSUENRPBJADBN-KJTFKGMVSA-N,CC[C@H](C)[C@@H]([C@@H](CC(=O)N1CCC[C@H]1[C@H](OC)[C@@H](C)C(=O)N[C@@H](Cc1ccccc1)c1nccs1)OC)N(C)C(=O)[C@@H](NC(=O)[C@H]([C@@H](C)CC)N(C)C)C(C)C,CHEMBL501233,,non_drug,ChEMBL ID only
ZYOUCRHWAYJCPN-UHFFFAOYSA-N,CC(=O)OCOC(=O)CN(CC(=O)O)c1ccccc1OCCOc1ccccc1N(CC(=O)O)CC(=O)O,"1,2-bis(2-aminophenoxy)ethane N,N,N',N'-tetraacetic acid acetoxymethyl ester",,non_drug,IUPAC chemistry name
XSQAQKNJHGGMRV-UHFFFAOYSA-N,C#CC1(O)CCC2C3CCC4=C(CCC(O)C4)C3CCC21C,"17alpha-ethynylestr-5(10)-ene-3alpha,17beta-diol",,non_drug,IUPAC chemistry name
AXNVHPCVMSNXNP-UHFFFAOYSA-N,CC=C(C)C(=O)OC1C(OC(C)=O)C2(CO)C(O)CC3(C)C(=CCC4C5(C)CCC(OC6OC(C(=O)O)C(OC7OC(CO)C(O)C(O)C7O)C(O)C6OC6OC(CO)C(O)C(O)C6O)C(C)(CO)C5CCC43C)C2CC1(C)C,Saponins,,non_drug,industrial/lab/non-drug chemical
GZFGOTFRPZRKDS-UHFFFAOYSA-N,Oc1ccc(Br)cc1,CHEMBL57284,,non_drug,ChEMBL ID only
QAWIHIJWNYOLBE-OKKQSCSOSA-N,N[C@H](C(=O)O)[C@@H]1CC(Cl)=NO1,CHEMBL1231101,,non_drug,ChEMBL ID only
DZLOHEOHWICNIL-QGZVFWFLSA-N,CCOC(=O)[C@@]1(CCCCCCOc2ccc(Cl)cc2)CO1,CHEMBL2051959,,non_drug,ChEMBL ID only
ZGVLEPXVPCWAAW-UHFFFAOYSA-N,CNC(=O)C1CCc2nc3cc(Br)ccc3c(N)c2C1,CHEMBL4205467,,non_drug,ChEMBL ID only
MYKLQMNSFPAPLZ-UHFFFAOYSA-N,CC1=CC(=O)C(C)=CC1=O,"2,5-dimethyl-4-benzoquinone",,non_drug,IUPAC chemistry name
CDRPUGZCRXZLFL-UHFFFAOYSA-N,Oc1cc(O)cc(C=Cc2ccc(O)c(O)c2)c1,"3,3',4,5'-tetrahydroxystilbene",,non_drug,IUPAC chemistry name
GGLZPLKKBSSKCX-YFKPBYRVSA-N,CCSCC[C@H](N)C(=O)O,CHEMBL203187,,non_drug,ChEMBL ID only
RBFQJDQYXXHULB-UHFFFAOYSA-N,[AsH3],CHEMBL1231052,,non_drug,ChEMBL ID only
VXOZCESVZIRHCJ-UHFFFAOYSA-N,CC(C)C(C)C=CC(C)C1CCC2C1(C)CCC1C23C=CC2(CC(O)CCC12C)OO3,"ergosterol-5,8-peroxide",,non_drug,IUPAC chemistry name
ZPLOQFLCMVIWRY-UHFFFAOYSA-N,CC(C)(CNC(N)=O)NCC(O)COC(=O)c1ccccc1F,CHEMBL7467,,non_drug,ChEMBL ID only
ZYZCGGRZINLQBL-GWRQVWKTSA-N,C=C1C(=O)N[C@H](C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C(=O)O)[C@H](C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](/C=C/C(C)=C/[C@H](C)[C@H](Cc2ccccc2)OC)[C@H](C)C(=O)N[C@@H](C(=O)O)CCC(=O)N1C,CHEMBL444092,,non_drug,ChEMBL ID only
QNMGHBMGNRQPNL-UHFFFAOYSA-N,CN(C)CC(Oc1ccccc1)Oc1ccccc1,CHEMBL85231,,non_drug,ChEMBL ID only
DBLRLBZWFQIKEN-UHFFFAOYSA-N,CCOc1ccc(-c2cccc(CNc3ccc(OCC(=O)O)c(F)c3)c2)c(C)c1,CHEMBL4575598,,non_drug,ChEMBL ID only
UQOQENZZLBSFKO-UHFFFAOYSA-N,CCCCCC(O)C=CC1C(=O)C=CC1CC=CCCCC(=O)O,9-deoxy-delta-9-prostaglandin D2,,non_drug,industrial/lab/non-drug chemical
RTXOFQZKPXMALH-GHXIOONMSA-N,C=CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)/C(=N\O)c3csc(N)n3)[C@H]2SC1,CHEMBL927,,non_drug,ChEMBL ID only
SGUKUZOVHSFKPH-UHFFFAOYSA-N,CCCCCC(C=CC1C2CC(OO2)C1CC=CCCCC(=O)O)OO,prostaglandin G2,,non_drug,industrial/lab/non-drug chemical
PUXFRPIFXZMXIW-UHFFFAOYSA-N,COc1cccc2c1C(=Nc1nc3c(ncn3C3CC(O)C(CO)O3)c(=O)[nH]1)c1[nH]c(O)c3cc4c(c-2c13)OCO4,7-(deoxyguanosin-N(2)-yl)aristolactam I,,non_drug,IUPAC chemistry name
SBOZXXIZLLMJJG-UHFFFAOYSA-N,Cn1c2ccc3ccccc3c2c2c3ccccc3ccc21,"N-methyl-7H-dibenzo(c,g)carbazole",,non_drug,IUPAC chemistry name
PNJRAYMMEKSTAW-UHFFFAOYSA-N,CCC1(C)C2OC(=O)C3C(O)C(O)CCC321,"3-butylidene-4,5,6,7-tetrahydro-6,7-dihydroxy-1(3H)-isobenzofuranone",,non_drug,IUPAC chemistry name
IZQAUUVBKYXMET-UHFFFAOYSA-N,NCCBr,CHEMBL1697693,,non_drug,ChEMBL ID only
ZCRBUWNCWCWRGL-UHFFFAOYSA-N,COC(=O)c1nc2cc(Cl)c3cccnc3c2o1,CHEMBL23811,,non_drug,ChEMBL ID only
SPUUWWRWIAEPDB-UHFFFAOYSA-N,Oc1ccc2ccc3c4ccccc4cc4ccc1c2c43,3-hydroxybenzo(a)pyrene,,non_drug,IUPAC chemistry name
KANJSNBRCNMZMV-ABRZTLGGSA-N,CO[C@H]1O[C@H](COS(=O)(=O)O)[C@@H](O[C@@H]2O[C@@H](C(=O)O)[C@@H](O[C@H]3O[C@H](COS(=O)(=O)O)[C@@H](O[C@@H]4O[C@H](C(=O)O)[C@@H](O[C@H]5O[C@H](COS(=O)(=O)O)[C@@H](O)[C@H](O)[C@H]5NS(=O)(=O)O)[C@H](O)[C@H]4O)[C@H](OS(=O)(=O)O)[C@H]3NS(=O)(=O)O)[C@H](O)[C@H]2OS(=O)(=O)O)[C@H](O)[C@H]1NS(=O)(=O)O,CHEMBL1200644,,non_drug,ChEMBL ID only
WSMFIEQHZGVFEC-GQIQPHNSSA-N,CSCC[C@@H]1NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](Cc2cnc[nH]2)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H]2CSSC[C@@H]3NC(=O)[C@H](CCCCN)NC(=O)CNC(=O)[C@H](CCCNC(=N)N)NC(=O)CNC(=O)[C@H](CCCCN)NC(=O)CNC(=O)CNC(=O)[C@@H]4CSSC[C@H](NC(=O)[C@H](CCC(N)=O)NC(=O)[C@@H]5CCCN5C(=O)CNC(=O)[C@H](Cc5ccc(O)cc5)NC3=O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C(=O)N[C@@H](CCCNC(=N)N)C(N)=O)CSSC[C@H](NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](C)NC1=O)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CSSC[C@H](NC(=O)[C@@H](N)CCSC)C(=O)N[C@@H](CCSC)C(=O)N1CCC[C@H]1C(=O)N2)C(=O)N4,CHEMBL4283817,,non_drug,ChEMBL ID only
MCMMCRYPQBNCPH-UHFFFAOYSA-N,CC1(C)SSC(C)(C)C(NC(=O)C(N)Cc2ccc(O)cc2)C(=O)NCC(=O)NC(Cc2ccccc2)C(=O)NC1C(=O)O,"Enkephalin, D-Penicillamine (2,5)-",,non_drug,IUPAC chemistry name
PBLNJFVQMUMOJY-UHFFFAOYSA-N,CC(=O)NC1C(=NOC(=O)Nc2ccccc2)OC(CO)C(O)C1O,"N-acetylglucosaminono-1,5-lactone O-(phenylcarbamoyl)oxime",,non_drug,IUPAC chemistry name
KKIMDKMETPPURN-UHFFFAOYSA-N,FC(F)(F)c1cccc(N2CCNCC2)c1,1-(3-trifluoromethylphenyl)piperazine,,non_drug,IUPAC chemistry name
SBPRIAGPYFYCRT-UHFFFAOYSA-N,COc1ccccc1N1CCN(CCN(C(=O)C2CCCCC2)c2ccccn2)CC1,N-(2-(4-(2-methoxyphenyl)-1-piperazinyl)ethyl)-N-(2-pyridinyl)cyclohexanecarboxamide,,non_drug,IUPAC chemistry name
PXYOTUPOITWOPU-JWNPUDRZSA-N,CC1=CCC[C@H]2[C@](C)(Cc3cc(O)cc(Sc4ccccc4C(=O)O)c3O)[C@@H](C)CC[C@]12C,CHEMBL238756,,non_drug,ChEMBL ID only
BGMZUEKZENQUJY-UHFFFAOYSA-N,COc1cc(CC(C)N)c(OC)cc1I,"4-iodo-2,5-dimethoxyphenylisopropylamine",,non_drug,IUPAC chemistry name
RAGOYPUPXAKGKH-XAKZXMRKSA-N,CC[C@@H]([C@H](C)O)n1ncn(-c2ccc(N3CCN(c4ccc(OC[C@@H]5CO[C@@](Cn6cncn6)(c6ccc(F)cc6F)C5)cc4)CC3)cc2)c1=O,CHEMBL1397,,non_drug,ChEMBL ID only
ANOICLBSJIMQTA-UHFFFAOYSA-N,CCC=CCC(O)C=CC1C(=O)CC(O)C1CC=CCCCC(=O)O,prostaglandin D3,,non_drug,industrial/lab/non-drug chemical
YXSJXRFEZBTTIF-UHFFFAOYSA-N,O=C1C=Cc2ccc3ccoc3c2C1=O,"naphtho(1,2-b)furan-4,5-dione",,non_drug,IUPAC chemistry name
UMKYGRSAJPPGIF-HFPKHFJKSA-N,C[N+]1(CCNP(=S)(NCC[N+]2(C)CC3C4=C(C=CC3[C@@H]3[C@H]2C2C=C5OCOC5=CC2C[C@@H]3O)OCO4)NCC[N+]2(C)CC3C4=C(C=CC3[C@@H]3[C@H]2C2CC5CCCC5CC2C[C@@H]3O)OCO4)CC2=C(C=CC3OCOC23)[C@@H]2[C@H]1C1C=C3OCOC3=CC1C[C@@H]2O,CHEMBL3137677,,non_drug,ChEMBL ID only
LSHVYAFMTMFKBA-UHFFFAOYSA-N,O=C(OC1Cc2c(O)cc(O)cc2OC1c1ccc(O)c(O)c1)c1cc(O)c(O)c(O)c1,epicatechin gallate,,non_drug,industrial/lab/non-drug chemical
XPAOKCSHUNYPBS-UHFFFAOYSA-N,Cc1cn(C2CC(CO)C(OP(=O)(O)OCC3OC(n4cnc5c(N)ncnc54)CC3O)O2)c(=O)[nH]c1=O,2'-deoxythymidylyl-(3'-5')-2'-deoxyadenosine,,non_drug,IUPAC chemistry name
SCMLRESZJCKCTC-UHFFFAOYSA-N,CCSCc1ccc2c(c1)c1c3c(c4c5cc(CSCC)ccc5n5c4c1n2C1CC(O)(C(=O)OC)C5(C)O1)CNC3=O,"3,9-bis((ethylthio)methyl)-K-252a",,non_drug,IUPAC chemistry name
SUBDBMMJDZJVOS-XMMPIXPASA-N,COc1ccc2[nH]c([S@+]([O-])Cc3ncc(C)c(OC)c3C)nc2c1,CHEMBL4082704,,non_drug,ChEMBL ID only
CRYMJHJFLJAFNU-UHFFFAOYSA-N,O=c1ccc2c(cc3ccc4cccc5ccc2c3c45)c1=O,"benzo(a)pyrene-7,8-dione",,non_drug,IUPAC chemistry name
BACLASYRJRZXMY-UHFFFAOYSA-N,O=c1cc(-c2ccc(O)cc2)oc2cc(O)c(-c3c(O)cc(O)c4c(=O)cc(-c5ccc(O)cc5)oc34)c(O)c12,agathisflavone,,non_drug,industrial/lab/non-drug chemical
QEWPVAOWLNMLRI-UHFFFAOYSA-N,NCCCNc1ccc2c3c(nn2CCNCCO)-c2c(O)ccc(O)c2C(=O)c13,CHEMBL203666,,non_drug,ChEMBL ID only
AFZFFLVORLEPPO-UVYJNCLZSA-N,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)OCOC(=O)C(C)(C)C)=C(/C=C\c3scnc3C)CS[C@H]12)c1csc(N)n1,CHEMBL454446,,non_drug,ChEMBL ID only
SOBGIMQKWDUEPY-UHFFFAOYSA-N,Clc1ccc(N=Nc2ccc(Cl)c(Cl)c2)cc1Cl,"3,4,3',4'-tetrachloroazobenzene",,non_drug,IUPAC chemistry name
HVQAJTFOCKOKIN-UHFFFAOYSA-N,O=c1c(O)c(-c2ccccc2)oc2ccccc12,3-hydroxyflavone,,non_drug,industrial/lab/non-drug chemical
ZPRQZUALRQVYOJ-UHFFFAOYSA-N,CCCCCCCCC(=O)NCc1ccc(CC(O)CO)c(OC)c1,N-(4-O-glycerol-3-methoxybenzyl)nonivamide,,non_drug,IUPAC chemistry name
WCWLPSUGBHNMHQ-UHFFFAOYSA-N,CN1CCCCC1CCN1c2ccc(Br)cc2Sc2cc(Br)ccc21,CHEMBL4791959,,non_drug,ChEMBL ID only
KPRTURMJVWXURQ-UHFFFAOYSA-N,CCOP(=O)(Cc1ccc(C(=O)Nc2ccc(Br)cc2C#N)cc1)OCC,4-diethoxyphosphorylmethyl-N-(4-bromo-2-cyanophenyl)benzamide,,non_drug,IUPAC chemistry name
HVDGDHBAMCBBLR-UHFFFAOYSA-N,O=C1OCC(Cc2cccc(O)c2)C1Cc1cccc(O)c1,"2,3-bis(3'-hydroxybenzyl)butyrolactone",,non_drug,IUPAC chemistry name
DEQANNDTNATYII-OULOTJBUSA-N,C[C@@H](O)[C@@H]1NC(=O)[C@H](CCCCN)NC(=O)[C@@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H](NC(=O)[C@H](N)Cc2ccccc2)CSSC[C@@H](C(=O)N[C@H](CO)[C@@H](C)O)NC1=O,CHEMBL1680,,non_drug,ChEMBL ID only
FSPZPQQWDODWAU-UHFFFAOYSA-N,Clc1cc2c(cc1Cl)Oc1c(cc(Cl)c(Cl)c1Cl)O2,"1,2,3,7,8-pentachlorodibenzo-p-dioxin",,non_drug,IUPAC chemistry name
LLVDANRRSVUHCX-OFQWNHSRSA-N,Cc1cn([C@@H]2O[C@@]3(COP(O)(=S)O[C@@H]4[C@@H](OP(O)(=S)OC[C@H]5O[C@@H](n6cc(C)c(=O)[nH]c6=O)[C@H](O)[C@@H]5OP(O)(=S)OC[C@H]5O[C@@H](n6cnc7c(=O)[nH]c(N)nc76)[C@H](O)[C@@H]5OP(O)(=S)OC[C@H]5O[C@@H](n6cnc7c(=O)[nH]c(N)nc76)[C@H](O)[C@@H]5OP(O)(=S)OC[C@H]5O[C@@H](n6ccc(N)nc6=O)[C@H](O)[C@@H]5OP(O)(=S)OC[C@H]5O[C@@H](n6cc(C)c(=O)[nH]c6=O)[C@H](O)[C@@H]5OP(O)(=S)OC[C@H]5O[C@@H](n6cnc7c(=O)[nH]c(N)nc76)[C@H](O)[C@@H]5OP(O)(=S)OC[C@H]5O[C@@H](n6ccc(N)nc6=O)[C@H](O)[C@@H]5OP(O)(=S)OC[C@H]5O[C@@H](n6cnc7c(N)ncnc76)[C@H](O)[C@@H]5OP(O)(=S)OC[C@H]5O[C@@H](n6cnc7c(=O)[nH]c(N)nc76)[C@H](O)[C@@H]5OP(O)(=S)OC[C@@]56CO[C@@H]([C@H](n7cc(C)c(N)nc7=O)O5)[C@@H]6OP(O)(=S)OC[C@@]56CO[C@@H]([C@H](n7cc(C)c(=O)[nH]c7=O)O5)[C@@H]6O)O[C@@H](n5cnc6c(N)ncnc65)[C@@H]4O)CO[C@@H]2[C@@H]3OP(O)(=S)OC[C@@]23CO[C@@H]([C@H](n4cc(C)c(=O)[nH]c4=O)O2)[C@@H]3O)c(=O)nc1N,CHEMBL503433,,non_drug,ChEMBL ID only
USCSJAIWXWYTEH-UHFFFAOYSA-N,Cc1c(C)c2ccc(OCCCN3CCN(Cc4ccc(Cl)cc4)CC3)cc2oc1=O,CHEMBL2106970,,non_drug,ChEMBL ID only
SKELAQDUKQZHFA-UHFFFAOYSA-N,Cc1cc(COC(=O)NCCCCCCNc2c3c(nc4ccccc24)CCCC3)c(OCc2ccc(B3OC(C)(C)C(C)(C)O3)cc2)c(COC(=O)C(C)c2ccc(CC(C)C)cc2)c1,CHEMBL4792602,,non_drug,ChEMBL ID only
