inchi_key,canonical_smiles,name,manual_label,source,reason
UCONUSSAWGCZMV-UHFFFAOYSA-N,CCCCCc1cc2c(c(O)c1C(=O)O)C1C=C(C)CCC1C(C)(C)O2,delta(9)-tetrahydrocannabinolic acid,,non_drug,IUPAC chemistry name
PAFLSMZLRSPALU-UHFFFAOYSA-N,O=C(O)C(O)Cc1ccc(O)c(O)c1,"3,4-dihydroxyphenyllactic acid",,non_drug,IUPAC chemistry name
APUDBKTWDCXQJA-UHFFFAOYSA-N,CC1CCCC(C)N1CCCC(O)(c1ccccc1)c1ccccn1,CHEMBL432103,,non_drug,ChEMBL ID only
FGYKUFVNYVMTAM-UHFFFAOYSA-N,CC(C)=CCCC(C)=CCCC(C)=CCCC1(C)CCc2c(C)c(O)cc(C)c2O1,"tocotrienol, beta",,non_drug,industrial/lab/non-drug chemical
FSINDHDHRQZTPH-UHFFFAOYSA-N,O=C(O)c1cc(=O)c2cc(OCC(O)COc3cccc4oc(C(=O)O)cc(=O)c34)ccc2o1,CHEMBL4088679,,non_drug,ChEMBL ID only
XKZFZDRNMFBOTH-UHFFFAOYSA-N,S=c1nc(-c2ccc(Cl)cc2)cc(-c2cn(-c3ccccc3)nc2-c2ccc(OCc3ccccc3)cc2)[nH]1,CHEMBL4452435,,non_drug,ChEMBL ID only
LOQHDJDNZMTYNS-BIJQNEFVSA-Q,Cc1cn([C@@H]2O[C@@]3(CO)CO[C@@H]2[C@@H]3OP(O)(=S)OC[C@@]23CO[C@@H]([C@H](n4cc(C)c(=O)[nH]c4=O)O2)[C@@H]3OP(O)(=S)OC[C@@]23CO[C@@H]([C@H](n4cnc5c(=O)[nH]c(N)nc54)O2)[C@@H]3OP(O)(=S)OC[C@@]23CO[C@@H]([C@H](n4ccc(N)nc4=O)O2)[C@@H]3OP(O)(=S)OC[C@@]23CO[C@@H]([C@H](n4cc(C)c(=O)[nH]c4=O)O2)[C@@H]3OP(O)(=S)OC[C@@]23CO[C@@H]([C@H](n4cnc5ncnc(N)c54)O2)[C@@H]3OP(O)(=S)OC[C@@]23CO[C@@H]([C@H]([n+]4c[nH]c5nc(N)[nH]c(=O)c54)O2)[C@@H]3OP(O)(=S)OC[C@@]23CO[C@@H]([C@H](n4ccc(N)nc4=O)O2)[C@@H]3OP(O)(=S)OC[C@@]23CO[C@@H]([C@H](n4ccc(N)nc4=O)O2)[C@@H]3OP(O)(=S)OC[C@@]23CO[C@@H]([C@H](n4cc(C)c(=O)[nH]c4=O)O2)[C@@H]3OP(O)(=S)OC[C@@]23CO[C@@H]([C@H](n4ccc(N)nc4=O)O2)[C@@H]3OP(O)(=S)OC[C@@]23CO[C@@H]([C@H](n4cc(C)c(=O)[nH]c4=O)O2)[C@@H]3OP(O)(=S)OC[C@@]23CO[C@@H]([C@H]([n+]4c[nH]c5nc(N)[nH]c(=O)c54)O2)[C@@H]3OP(O)(=S)OC[C@@]23CO[C@@H]([C@H]([n+]4c[nH]c5nc(N)[nH]c(=O)c54)O2)[C@@H]3OP(O)(=S)OC[C@@]23CO[C@@H]([C@H](n4cnc5ncnc(N)c54)O2)[C@@H]3OP(O)(=S)OC[C@@]23CO[C@@H]([C@H](n4cc(C)c(=O)[nH]c4=O)O2)[C@@H]3OP(O)(=S)OC[C@@]23CO[C@@H]([C@H](n4cc(C)c(=O)[nH]c4=O)O2)[C@@H]3OP(O)(=S)OC[C@@]23CO[C@@H]([C@H](n4cc(C)c(=O)[nH]c4=O)O2)[C@@H]3O)c(=O)nc1N,CHEMBL2367492,,non_drug,ChEMBL ID only
WMBWREPUVVBILR-UHFFFAOYSA-N,O=C(OC1Cc2c(O)cc(O)cc2OC1c1cc(O)c(O)c(O)c1)c1cc(O)c(O)c(O)c1,epigallocatechin gallate,,non_drug,industrial/lab/non-drug chemical
PLRACCBDVIHHLZ-UHFFFAOYSA-N,CN1CC=C(c2ccccc2)CC1,"1-Methyl-4-phenyl-1,2,3,6-tetrahydropyridine",,non_drug,IUPAC chemistry name
OEANUJAFZLQYOD-CXAZCLJRSA-N,CO[C@@H]1O[C@H](CO)[C@H](O)[C@H](O[C@@H]2O[C@@H](C(=O)O)[C@@H](OC)[C@H](O)[C@H]2O)[C@H]1NC(C)=O,CHEMBL1909290,,non_drug,ChEMBL ID only
UUBHZHZSIKRVIV-UHFFFAOYSA-N,CC(C)=CCCC(C)=CCCC(C)=CC=CC(C)=CC(=O)O,"3,7,11,15-tetramethyl-2,4,6,10,14-hexadecapentaenoic acid",,non_drug,IUPAC chemistry name
YWQGBCXVCXMSLJ-UHFFFAOYSA-N,CCOC(=O)C(C)(CC)Oc1ccc(Cc2ccc(Cl)cc2)cc1,CHEMBL152684,,non_drug,ChEMBL ID only
KPWDGTGXUYRARH-UHFFFAOYSA-N,OCC(Cl)(Cl)Cl,"2,2,2-trichloroethanol",,non_drug,IUPAC chemistry name
NCWRHYSPTPPIQP-UHFFFAOYSA-N,COc1ccc(C2=C(OC(C)=O)c3cccn3-c3ccccc3S2)cc1,"7-acetoxy-6,7-dihydro-6-(4-methoxyphenyl)pyrrolo(2,1-d)(1,5)benzothiazepine",,non_drug,IUPAC chemistry name
DRHYTKZTKWDSBJ-UHFFFAOYSA-N,CCCCCCCCCCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCC)COP(=O)([O-])OCC[N+](C)(C)C,Phosphatidylcholines,,non_drug,industrial/lab/non-drug chemical
XPQIPUZPSLAZDV-UHFFFAOYSA-N,NCCc1ccccn1,2-(2-aminoethyl)pyridine,,non_drug,IUPAC chemistry name
MDXJIXIXYVKOEN-UHFFFAOYSA-N,Oc1cc(O)cc(CCc2ccc(Nc3c4c(nc5cc(Cl)ccc35)CCCC4)cc2)c1,CHEMBL4066309,,non_drug,ChEMBL ID only
BJYQIDOKTISRPH-UHFFFAOYSA-N,N#Cc1ncc(N2C(=O)C3(CCC3)N(c3ccc(OC4CCNCC4)cc3)C2=S)cc1C(F)(F)F,CHEMBL4876579,,non_drug,ChEMBL ID only
OLKHRYQRCJLWLL-UHFFFAOYSA-N,C1=CCC(C2CO2)CC1,"1,2-epoxy-4-vinylcyclohexane",,non_drug,IUPAC chemistry name
BFWYTORDSFIVKP-UHFFFAOYSA-N,CCCCCC(C=CC=CCC=CCC=CCCCC(=O)O)OO,"15-hydroperoxy-5,8,11,13-eicosatetraenoic acid",,non_drug,IUPAC chemistry name
UDNIFTKCMDIXFC-UHFFFAOYSA-N,CCCNC(=O)C(O)CC(=O)NC(C(=O)N1CCCC1C(=O)O)C(C)CC,N-(3-propylcarbamoyloxirane-2-carbonyl)-isoleucyl-proline,,non_drug,IUPAC chemistry name
ARCJQKUWGAZPFX-UHFFFAOYSA-N,c1ccc(C2OC2c2ccccc2)cc1,stilbene oxide,,non_drug,industrial/lab/non-drug chemical
PFTAWBLQPZVEMU-UHFFFAOYSA-N,Oc1cc(O)c2c(c1)OC(c1ccc(O)c(O)c1)C(O)C2,Catechin,,non_drug,industrial/lab/non-drug chemical
OQIQSTLJSLGHID-WNWIJWBNSA-N,COc1cc2c(c3oc(=O)c4c(c13)CCC4=O)[C@@H]1C=CO[C@@H]1O2,CHEMBL1697694,,non_drug,ChEMBL ID only
RLFKILXOLJVUNF-UHFFFAOYSA-N,COCc1c(C(=O)OC(C)C)ncc2[nH]c3ccc(OCc4ccccc4)cc3c12,CHEMBL454095,,non_drug,ChEMBL ID only
CFWRDBDJAOHXSH-UHFFFAOYSA-N,CC(=O)OCC(COP(=O)(O)OCCN)OC(C)=O,phosphatidylethanolamine,,non_drug,industrial/lab/non-drug chemical
ITAMRBIZWGDOHW-UHFFFAOYSA-N,COc1ccc(CCN(C)CCCOc2ccc(S(=O)(=O)c3c(C(C)C)cn4ccccc34)cc2)cc1OC,CHEMBL285855,,non_drug,ChEMBL ID only
OQGWJZOWLHWFME-UHFFFAOYSA-N,CCc1[nH]c(=O)[nH]c1C(=O)c1ccncc1,CHEMBL58355,,non_drug,ChEMBL ID only
HGVVOUNEGQIPMS-UHFFFAOYSA-N,Oc1cc(O)c2c(c1)OC(c1ccc(O)c(O)c1)C(OC1(c3ccc(O)c(O)c3)Oc3cc(O)cc(O)c3C(O)C1O)C2,procyanidin,,non_drug,industrial/lab/non-drug chemical
YGUFCDOEKKVKJK-UHFFFAOYSA-N,CC1(N)CCN(c2cnc(-c3cccc(Cl)c3Cl)c(N)n2)CC1,CHEMBL4060033,,non_drug,ChEMBL ID only
FYQXODZRNSCOTR-CTYKUZNLSA-N,C=C1[C@@H]2CCC3[C@@](CC[C@@H]4[C@H](C(=O)O)C[C@@H](O[C@@H]5O[C@H](CO)[C@@H](OS(=O)(=O)O)[C@H](OS(=O)(=O)O)[C@H]5OC(=O)CC(C)C)C[C@@]34C)(C2)[C@@H]1O,CHEMBL499815,,non_drug,ChEMBL ID only
LBAKRKFCEDSAKC-UHFFFAOYSA-N,Cc1cc(OCCO)ccc1-c1cccc(CNc2ccc(OCC(=O)O)c(F)c2)c1,CHEMBL4534840,,non_drug,ChEMBL ID only
KYHUYMLIVQFXRI-XYUQHQMCSA-N,CC[C@H](C)[C@H]1NC(=O)[C@@H](NC(=O)[C@@H](CC(C)C)N(C)C(=O)[C@@H]2CCCN2C(=O)C(C)O)[C@@H](C)OC(=O)[C@H](Cc2ccc(OC)cc2)N(C)C(=O)[C@@H]2CCCN2C(=O)[C@H](CC(C)C)NC(=O)[C@@H](C)C(=O)[C@H](C(C)C)OC(=O)C[C@@H]1O,CHEMBL2304286,,non_drug,ChEMBL ID only
OMZRMXULWNMRAE-BMRADRMJSA-N,COC(=O)/C(=C1/OC(=O)C(c2ccccc2)=C1O)c1ccccc1,CHEMBL463212,,non_drug,ChEMBL ID only
NBHPRWLFLUBAIE-UHFFFAOYSA-N,O=C(NCCN1CCC(n2c(=O)[nH]c3cc(Cl)ccc32)CC1)c1ccc(F)cc1,CHEMBL245621,,non_drug,ChEMBL ID only
ZKZXNDJNWUTGDK-UHFFFAOYSA-N,O=S(=O)(NCCNCC=Cc1ccc(Br)cc1)c1cccc2cnccc12,N-(2-(4-bromocinnamylamino)ethyl)-5-isoquinolinesulfonamide,,non_drug,IUPAC chemistry name
NHJVRSWLHSJWIN-UHFFFAOYSA-N,O=[N+]([O-])c1cc([N+](=O)[O-])c(S(=O)(=O)O)c([N+](=O)[O-])c1,Trinitrobenzenesulfonic Acid,,non_drug,industrial/lab/non-drug chemical
IHLSBQVBFDTNTC-UHFFFAOYSA-N,COc1cc(O)c2c(=O)cc(-c3ccccc3)oc2c1OC,"5-hydroxy-7,8-dimethoxyflavone",,non_drug,IUPAC chemistry name
YNZFFALZMRAPHQ-UHFFFAOYSA-N,CCCCCCC(C)(C)c1ccc(C2CC(O)CCC2CCCO)c(O)c1,"3-(2-hydroxy-4-(1,1-dimethylheptyl)phenyl)-4-(3-hydroxypropyl)cyclohexanol",,non_drug,IUPAC chemistry name
IPVFGAYTKQKGBM-BYPJNBLXSA-N,O=c1[nH]c(=O)n([C@@H]2O[C@H](CO)[C@@H](O)[C@@H]2F)cc1I,CHEMBL271475,,non_drug,ChEMBL ID only
YNVGQYHLRCDXFQ-XGXHKTLJSA-N,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CCCC[C@@H]4[C@H]3CC[C@@]21C,CHEMBL2107431,,non_drug,ChEMBL ID only
WJSYAZTYXSDFEV-UHFFFAOYSA-N,NC(=O)c1ccccc1S(=O)(=O)NCC(=O)Nc1ccc(O)cc1,CHEMBL4759922,,non_drug,ChEMBL ID only
KPTYXJLOWLVCMU-UHFFFAOYSA-N,OC1c2ccc3c(ccc4ccccc43)c2C2OC2C1O,"chrysene,2-diol-3,4-epoxide-1",,non_drug,IUPAC chemistry name
GOJJWDOZNKBUSR-UHFFFAOYSA-N,NS(=O)(=O)OCCCCCCCOS(N)(=O)=O,CHEMBL182440,,non_drug,ChEMBL ID only
JTVLYHXMPUSZIT-VKAVYKQESA-N,CCCCN/C(=C1/C=C(Cl)C=CC1=O)c1ccccc1Cl,CHEMBL3137681,,non_drug,ChEMBL ID only
OXWHZARNAGLRFL-UHFFFAOYSA-N,O=C1C=Cc2ccc3c4c(ccc1c24)-c1ccccc1C3=O,"benzo(a)pyrene-1,6-quinone",,non_drug,IUPAC chemistry name
QERYCTSHXKAMIS-UHFFFAOYSA-N,O=C(O)c1cccs1,CHEMBL1222314,,non_drug,ChEMBL ID only
GBMUQLAGEWYKTJ-UHFFFAOYSA-N,Cc1cc2c(cc1-n1c(C(F)(F)F)nc3cc(C(=O)O)ccc31)C(C)(C)CCC2(C)C,CHEMBL2332887,,non_drug,ChEMBL ID only
ZXJJBDHPUHUUHD-UHFFFAOYSA-N,COc1ccc(-c2cc(=O)c3c(OC)cc(OC)cc3o2)cc1,"5,7,4'-trimethylapigenin",,non_drug,IUPAC chemistry name
CXAGHAZMQSCAKJ-WAHHBDPQSA-N,CCO[C@@H]1OC(=O)C[C@@H]1NC(=O)[C@@H]1CCCN2C(=O)CC[C@H](NC(=O)c3nccc4ccccc34)C(=O)N12,CHEMBL437526,,non_drug,ChEMBL ID only
CQIKWXUXPNUNDV-UHFFFAOYSA-N,C=Cc1c(C)c2cc3nc(c4c5[nH]c(cc6nc(cc1[nH]2)C(C)=C6CC)c(C)c5C(=O)C4C(=O)OC)C(CCC(=O)OCC=C(C)CCCC(C)CCCC(C)CCCC(C)C)C3C,Chlorophyll A,,non_drug,industrial/lab/non-drug chemical
GQEXVCVGAOTIEA-UHFFFAOYSA-N,CC(NCCCNc1ccnc2cc(Cl)ccc12)c1ccc(-c2csc3ccc(F)cc23)cc1,CHEMBL4447772,,non_drug,ChEMBL ID only
ODZFJAXAEXQSKL-UHFFFAOYSA-N,C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)C=CC(C)(O)C(C)C)CC(O)CC1O,"1,24-dihydroxyvitamin D2",,non_drug,IUPAC chemistry name
DYAHQFWOVKZOOW-UHFFFAOYSA-N,CC(C)OP(C)(=O)F,Sarin,,non_drug,industrial/lab/non-drug chemical
JUDKOGFHZYMDMF-UHFFFAOYSA-N,Oc1cc2c(cc1O)C(c1ccccc1)CNCC2,"2,3,4,5-Tetrahydro-7,8-dihydroxy-1-phenyl-1H-3-benzazepine",,non_drug,IUPAC chemistry name
QHZLMUACJMDIAE-UHFFFAOYSA-N,CCCCCCCCCCCCCCCC(=O)OCC(O)CO,palmitoyl glycerol,,non_drug,industrial/lab/non-drug chemical
ITWBWJFEJCHKSN-UHFFFAOYSA-N,C1CNCCNCCN1,"1,4,7-triazacyclononane",,non_drug,IUPAC chemistry name
SYCHUQUJURZQMO-UHFFFAOYSA-N,CN1C(C(=O)Nc2nccs2)=C(O)c2ccccc2S1(=O)=O,CHEMBL20634,,non_drug,ChEMBL ID only
IZKSMIBPGSWAMO-UHFFFAOYSA-N,CN1CCC(Oc2ccc(N3C(=S)N(c4cnc(C#N)c(C(F)(F)F)c4)C(=O)C34CCC4)cc2)CC1,CHEMBL4865865,,non_drug,ChEMBL ID only
CCTFAOUOYLVUFG-UHFFFAOYSA-N,CC(C)(N=NC(C)(C)C(=N)N)C(=N)N,"2,2'-azobis(2-amidinopropane)",,non_drug,IUPAC chemistry name
GXIJYWUWLNHKNW-UHFFFAOYSA-N,O=C1C(Nc2ccccc2)=CC(=O)c2ncccc21,"6-anilino-5,8-quinolinedione",,non_drug,IUPAC chemistry name
GRXKLBBBQUKJJZ-UHFFFAOYSA-N,CC(OP(C)(=O)F)C(C)(C)C,Soman,,non_drug,industrial/lab/non-drug chemical
MCGSCOLBFJQGHM-SCZZXKLOSA-N,Nc1nc(NC2CC2)c2ncn([C@H]3C=C[C@@H](CO)C3)c2n1,CHEMBL1380,,non_drug,ChEMBL ID only
IBQMHBGFMLHHLE-UHFFFAOYSA-N,CCN(CC)CCCCCCCCOC(=O)c1cc(OC)c(OC)c(OC)c1,"8-(N,N-diethylamino)octyl-3,4,5-trimethoxybenzoate",,non_drug,IUPAC chemistry name
KWNDLWPKCDMGTN-UHFFFAOYSA-N,CC1(C)N([O])C(c2ccc(C(=O)O)cc2)=[N+]([O-])C1(C)C,"1,3-dihydroxy-4,4,5,5-tetramethyl-2-(4-carboxyphenyl)tetrahydroimidazole",,non_drug,IUPAC chemistry name
CSDLKVWYPVAIKE-UHFFFAOYSA-N,COc1cc(O)cc(O)c1C(=O)CC(C)C,CHEMBL3915949,,non_drug,ChEMBL ID only
JZWWDTIBYWFKGK-UHFFFAOYSA-N,O=C(CNS(=O)(=O)c1ccccc1C(=O)NCc1ccccc1)Nc1ccc(O)cc1,CHEMBL4778557,,non_drug,ChEMBL ID only
IXARYIJEQUJTIZ-UHFFFAOYSA-N,NC(CCC(=O)NC(CSC(Cl)=CCl)C(=O)NCC(=O)O)C(=O)O,"S-(1,2-dichlorovinyl)glutathione",,non_drug,IUPAC chemistry name
DCVWQAGUQFBCTF-UHFFFAOYSA-N,Cn1c(NO)nc2ncc(-c3ccccc3)cc21,"2-hydroxyamino-1-methyl-6-phenylimidazo(4,5-b)pyridine",,non_drug,IUPAC chemistry name
JKAHWGPTNVUTNB-IXPVHAAZSA-N,CN1C[C@H](CC#N)C[C@@H]2c3cccc4[nH]c(Cl)c(c34)C[C@H]21,CHEMBL80937,,non_drug,ChEMBL ID only
KDOLICPJGKZRKU-JQWIXIFHSA-N,CN1CC[C@@H]2Nc3ccccc3[C@@H]2C1,CHEMBL3137679,,non_drug,ChEMBL ID only
DPNOTBLPQOITGU-UHFFFAOYSA-N,CCCCCC(O)C=CC1CCC(=O)C1CCCCCCC(=O)O,11-deoxyprostaglandin E1,,non_drug,industrial/lab/non-drug chemical
FCUKFDGGKFWZJB-UHFFFAOYSA-N,Cn1c(=O)c2c(nc3n2CCCCN3Cc2ccc(Cl)c(Cl)c2)n(C)c1=O,CHEMBL4569183,,non_drug,ChEMBL ID only
RUXPNBWPIRDVTH-UHFFFAOYSA-N,CNn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCN(C)CC3)cc21,CHEMBL6231,,non_drug,ChEMBL ID only
BTDJUKVOKKMSFU-UHFFFAOYSA-N,Cc1ccccc1-c1cccc(CNc2ccc(OCC(=O)O)c(F)c2)c1,CHEMBL4460582,,non_drug,ChEMBL ID only
AHBNYVFRDZDQBZ-UHFFFAOYSA-N,CCC(C)C1OC2(CCC1C)CC1CC(CC=C(C)C(OC3CC(OC)C(OC4CC(OC)C(OP(=O)(O)O)C(C)O4)C(C)O3)C(C)C=CC=C3COC4C(O)C(C)=CC(C(=O)O1)C34O)O2,"22,23-dihydroavermectin B(1)a",,non_drug,IUPAC chemistry name
GNJXVFXIDHCCKR-UHFFFAOYSA-N,CC(=O)OCOC(=O)CN(CCOCCOCCN(CC(=O)OCOC(C)=O)CC(=O)OCOC(C)=O)CC(=O)OCOC(C)=O,EGTA acetoxymethyl ester,,non_drug,industrial/lab/non-drug chemical
BZTYNSQSZHARAZ-UHFFFAOYSA-N,Clc1ccc(-c2ccc(Cl)cc2Cl)cc1,"2,4,4'-trichlorobiphenyl",,non_drug,IUPAC chemistry name
HCAWPGARWVBULJ-UHFFFAOYSA-N,CCCCCc1cc(O)c2c(c1)OC(C)(C)C1CC=C(C)CC21,delta-8-tetrahydrocannabinol,,non_drug,industrial/lab/non-drug chemical
VBAJECZQEAYMJO-UHFFFAOYSA-N,O=c1cc(-c2ccccc2)oc2cc(OCCCN3CCN(CCCNc4c5c(nc6ccccc46)CCCC5)CC3)cc(O)c12,CHEMBL2436703,,non_drug,ChEMBL ID only
QFTBWTJGZHUOAW-UHFFFAOYSA-N,N#C[Se]Cc1ccc(C[Se]C#N)cc1,"1,4-phenylenebis(methylene)selenocyanate",,non_drug,IUPAC chemistry name
FXMKXMJLXRTQSW-UHFFFAOYSA-N,O=[N+]([O-])c1ccc(I)c([N+](=O)[O-])c1,"1-iodo-2,4-dinitrobenzene",,non_drug,IUPAC chemistry name
MNFZZNNFORDXSV-UHFFFAOYSA-N,CCN(CC)c1ccc(C=O)cc1,4-(diethylamino)benzaldehyde,,non_drug,IUPAC chemistry name
DYUUGILMVYJEHY-UHFFFAOYSA-N,CC1(C)N([O])C(c2ccccc2)=[N+]([O-])C1(C)C,"2-phenyl-4,4,5,5-tetramethylimidazoline-1-oxyl-3-oxide",,non_drug,IUPAC chemistry name
QNOXYUNHIGOWNY-UHFFFAOYSA-N,COc1cc2ncc(-c3ccccc3)nc2cc1OC,"6,7-dimethoxy-3-phenylquinoxaline",,non_drug,IUPAC chemistry name
FZKGLCPKPZBGLX-PEOWQWSYSA-N,CC(=O)OCOC(=O)C1=C(COC(N)=O)SC2[C@H]([C@H](C)O)C(=O)N12,CHEMBL3137692,,non_drug,ChEMBL ID only
OJLOPKGSLYJEMD-YCVNZHGXSA-N,CCCC[C@](C)(O)C/C=C/[C@H]1[C@H](O)CC(=O)[C@@H]1CCCCCCC(=O)OC,CHEMBL4064157,,non_drug,ChEMBL ID only
WTDHMFBJQJSTMH-UHFFFAOYSA-N,O=c1cc(-c2ccc(Oc3c(O)cc4oc(-c5ccc(O)cc5)cc(=O)c4c3O)cc2)oc2cc(O)cc(O)c12,hinokiflavone,,non_drug,industrial/lab/non-drug chemical
YIBNHAJFJUQSRA-UHFFFAOYSA-N,CCCCCC(O)C=CC1C2CC(OO2)C1CC=CCCCC(=O)O,Prostaglandin H2,,non_drug,industrial/lab/non-drug chemical
GJNNXIYZWIZFRH-UHFFFAOYSA-N,CCCCCNCC(N)=O,CHEMBL75838,,non_drug,ChEMBL ID only
NYSDRDDQELAVKP-SFHVURJKSA-N,O=C(NCCN1CCN(c2cccc3c2OC[C@H](CO)O3)CC1)c1ccc(F)cc1,CHEMBL1742477,,non_drug,ChEMBL ID only
XZSRRNFBEIOBDA-CFNBKWCHSA-N,CCOC(OCC)C(=O)OCC(=O)[C@]1(O)Cc2c(O)c3c(c(O)c2[C@@H](O[C@H]2C[C@H](N)[C@H](O)[C@H](C)O2)C1)C(=O)c1c(OC)cccc1C3=O,CHEMBL2104401,,non_drug,ChEMBL ID only
RPUMZMSNLZHIGZ-UHFFFAOYSA-N,Clc1cc(Cl)c(-c2ccc(Cl)c(Cl)c2Cl)cc1Cl,"2,2',3',4,4',5-hexachlorobiphenyl",,non_drug,IUPAC chemistry name
LHMRXAIRPKSGDE-UHFFFAOYSA-N,O=C1c2ccccc2C(=O)c2c1ccc1ccccc21,"7,12-benz(a)anthraquinone",,non_drug,IUPAC chemistry name
AUJXLBOHYWTPFV-VLNMHYLBSA-N,CS[C@H]1SC[C@H]2C(=O)N(C)[C@@H](C(C)C)C(=O)OC[C@@H](NC(=O)c3cnc4ccccc4n3)C(=O)N[C@@H](C)C(=O)N(C)[C@@H]1C(=O)N(C)[C@@H](C(C)C)C(=O)OC[C@@H](NC(=O)c1cnc3ccccc3n1)C(=O)N[C@@H](C)C(=O)N2C,CHEMBL510650,,non_drug,ChEMBL ID only
DXRDOOGXEOFHOC-UHFFFAOYSA-N,COc1cc(CCc2ccc(Nc3c4c(nc5ccc(OC)cc35)CCCC4)cc2)cc(OC)c1,CHEMBL4072700,,non_drug,ChEMBL ID only
OKGGBPZMSDNNFA-UHFFFAOYSA-N,CC(C)(C)NCc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1F,CHEMBL453384,,non_drug,ChEMBL ID only
FZBOFNLBBMIJMT-UHFFFAOYSA-N,O=[N+]([O-])c1ccc2ccc3c4ccccc4c([N+](=O)[O-])c4ccc1c2c43,"3,6-dinitrobenzopyrene",,non_drug,IUPAC chemistry name
HCBQJHASLYAXLH-UHFFFAOYSA-N,O=C(O)CCCOc1cccc(CCCCCCOc2cc(-c3ccncc3)cc(-c3ccncc3)c2)c1CCC(=O)O,CHEMBL1099326,,non_drug,ChEMBL ID only
PAOANWZGLPPROA-UHFFFAOYSA-N,CCNC(=O)C1OC(n2cnc3c(N)nc(NCCc4ccc(CCC(=O)O)cc4)nc32)C(O)C1O,2-(4-(2-carboxyethyl)phenethylamino)-5'-N-ethylcarboxamidoadenosine,,non_drug,IUPAC chemistry name
RNBGYGVWRKECFJ-UHFFFAOYSA-N,O=P(O)(O)OCC1OC(O)(COP(=O)(O)O)C(O)C1O,"fructose-1,6-diphosphate",,non_drug,IUPAC chemistry name
PRKWVSHZYDOZLP-UHFFFAOYSA-N,CC1(c2ccccc2)Cc2cc(OCC(=O)O)c(Cl)c(Cl)c2C1=O,CHEMBL7797,,non_drug,ChEMBL ID only
JUVHVMCKLDZLGN-TVNFHGJBSA-N,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[N+]34CCC(C(N)=O)(CC3)CC4)CS[C@H]12)c1nsc(N)n1,CHEMBL1614665,,non_drug,ChEMBL ID only
MFFMDFFZMYYVKS-SECBINFHSA-N,N[C@@H](CC(=O)N1CCn2c(nnc2C(F)(F)F)C1)Cc1cc(F)c(F)cc1F,CHEMBL1422,,non_drug,ChEMBL ID only
LJJCYRVBDASIDX-DEOSSOPVSA-N,CN(C)c1ccc2cc(C(=O)N[C@@H](CCCNC(=N)CCl)C(=O)NCc3ccccc3)ccc2c1,CHEMBL3682418,,non_drug,ChEMBL ID only
XZNDKAUHJQWCTR-AATRIKPKSA-N,Oc1cc(O)cc(/C=C/c2ccc(Nc3c4c(nc5cc(Cl)ccc35)CCCC4)cc2)c1,CHEMBL4081795,,non_drug,ChEMBL ID only
XKKCQTLDIPIRQD-JGVFFNPUSA-N,Cc1cn([C@H]2CC[C@@H](CO)O2)c(=O)[nH]c1=O,CHEMBL444314,,non_drug,ChEMBL ID only
CIGQQQTZOIDQQR-FGSPNWDHSA-N,C[C@]12C=C[C@@]3(CC[C@@H]4[C@](C)(CO)CCC[C@@]4(C)[C@@H]3CC1)C2,CHEMBL4444256,,non_drug,ChEMBL ID only
AAZMHPMNAVEBRE-UHFFFAOYSA-N,Nc1ncnc2c1nc(Sc1ccc(Cl)cc1)n2C1OC2COP(=O)(O)OC2C1O,"8-((4-chlorophenyl)thio)cyclic-3',5'-AMP",,non_drug,IUPAC chemistry name
CIHBFWGGJXFNKH-UHFFFAOYSA-N,COc1cc(CCc2ccc(Nc3c4c(nc5cc(Cl)ccc35)CCCC4)cc2)cc(OC)c1,CHEMBL4083174,,non_drug,ChEMBL ID only
QPFYXYFORQJZEC-FOCLMDBBSA-N,Nc1ccc(/N=N/c2ccccc2)c(N)n1,CHEMBL1242,,non_drug,ChEMBL ID only
XPSAGIQSESMIJK-UHFFFAOYSA-N,CCn1cnc2c(-c3ccc(F)c(-c4cc5c(cc4OC)C(=O)N(C)C5)c3)cnnc21,CHEMBL4545044,,non_drug,ChEMBL ID only
GHARBPKRUUKTCI-UHFFFAOYSA-N,OC1C=Cc2cc3ccc4cccc5ccc(c2C1O)c3c45,"9,10-dihydro-9,10-dihydroxybenzo(a)pyrene",,non_drug,IUPAC chemistry name
YQCQEXWXRQQMAR-UHFFFAOYSA-N,CS(=O)(=O)c1cc(Cl)ccc1C(=C(Cl)Cl)c1ccc(Cl)cc1,"1-chloro-4-(2,2-dichloro-1-(4-chlorophenyl)ethenyl)-3-(methylsulfonyl)benzene",,non_drug,IUPAC chemistry name
UKTDZTRUMWTDID-UHFFFAOYSA-N,CC(NC(=O)N(CCCl)N=O)C(N)=O,2-((((2-chloroethyl)nitrosoamino)carbonyl)amino)propanamide,,non_drug,IUPAC chemistry name
XHKFBADIZIDYBU-MLFVOLAISA-N,CCOC(=O)OC(C)OC(=O)[C@@H]1N2C(=O)[C@@H](/N=C/N3CCCCCC3)[C@H]2SC1(C)C,CHEMBL2106658,,non_drug,ChEMBL ID only
