inchi_key,canonical_smiles,name,vivo_dilirank,vivo_livertox,vivo_dailymed,vivo_pubmed,vivo_ctd,vivo_chembl,vivo_faers
HUADITLKOCMHSB-ZPGVKDDISA-N,CCC(C)n1ncn(-c2ccc(N3CCN(c4ccc(OC[C@H]5CO[C@](Cn6cncn6)(c6ccc(F)cc6F)O5)cc4)CC3)cc2)c1=O,CHEMBL2105770,,,,,,1.0,
TWWQHCKLTXDWBD-UHFFFAOYSA-N,CCCCC(C)C=C(C)C=C(C)C(=O)NC1=CC(O)(C=CC=CC=CC(=O)NC2=C(O)CCC2=O)C2OC2C1=O,manumycin,,,,,medium,,
DXDRHHKMWQZJHT-UHFFFAOYSA-N,O=C(C=Cc1ccc(O)cc1)c1ccc(O)cc1O,isoliquiritigenin,,,,,medium,,
JARCFMKMOFFIGZ-UHFFFAOYSA-N,O=C1NC(=S)NC(=O)C1C(=O)Nc1ccccc1,CHEMBL1765797,,,,,,1.0,
RFKJHQXSLBUONF-UHFFFAOYSA-N,O=S(=O)(O)c1ccc(N=C2C=CC(=C(c3ccc(Nc4ccc(S(=O)(=O)O)cc4)cc3)c3ccc(Nc4ccc(S(=O)(=O)O)cc4)cc3)C=C2)cc1,aniline blue,,,,,weak,,
CBOMORHDRONZRN-UHFFFAOYSA-N,CCC=CCC(O)C=CC1C(O)CC(=O)C1CC=CCCCC(=O)O,prostaglandin E3,,,,,weak,,
CYSHNJQMYORNJI-UHFFFAOYSA-N,CC1=CCC2(C)CCC(O)(C(C)C)C2C(OC(=O)c2ccc(O)cc2)C1,"4-oxy-6-(4-oxybezoyloxy)dauc-8,9-en",,,,,weak,,
YBJHBAHKTGYVGT-UHFFFAOYSA-N,O=C(O)CCCCC1SCC2NC(=O)NC21,Biotin,,,,,medium,,
AXDXVEYHEODSPN-UHFFFAOYSA-N,CC(CCC(=O)O)C1CCC2C3CCC4CC(OS(=O)(=O)O)CCC4(C)C3CCC12C,sulfolithocholic acid,,,,,weak,,
HJTVQHVGMGKONQ-UHFFFAOYSA-N,COc1cc(C=CC(=O)CC(=O)C=Cc2ccc(O)cc2)ccc1O,demethoxycurcumin,,,,,medium,,
WNYHOOQHJMHHQW-UHFFFAOYSA-N,Clc1ccc2ccc3cccc4ccc1c2c34,1-chloropyrene,,,,,weak,,
ZRZWBWPDBOVIGQ-UHFFFAOYSA-N,CN1C(=O)C2(Cc3cn(C45CC67SSC(CO)(C(=O)N6C4Nc4ccccc45)N(C)C7=O)c4ccccc34)SSC1(CO)C(=O)N2C,chetomin,,,,,weak,,
XFGRNAPKLGXDGF-UHFFFAOYSA-N,CCC(CCCC(=O)O)COC(=O)c1ccccc1C(=O)O,2-ethyl-5-carboxypentyl phthalate,,,,,medium,,
JAYAGJDXJIDEKI-UHFFFAOYSA-N,CC(=O)OC1CC(OC2C(O)CC(OC3C(O)CC(OC4CCC5(C)C(CCC6C5CC(O)C5(C)C(C7=CC(=O)OC7)CCC65O)C4)OC3C)OC2C)OC(C)C1OC1OC(CO)C(O)C(O)C1O,lanatoside C,,,,,weak,,
APAJFZPFBHMFQR-UHFFFAOYSA-N,O=C1c2ccc(O)cc2C(=O)c2ccc(O)cc21,"2,6-dihydroxyanthraquinone",,,,,weak,,
DYAIAHUQIPBDIP-AXAPSJFSSA-N,O=C(O)C1=C(CSc2nnnn2CS(=O)(=O)O)CS[C@@H]2[C@H](NC(=O)[C@H](O)c3ccccc3)C(=O)N12,CEFONICID,unknown,,,,,1.0,
DSXXEELGXBCYNQ-UHFFFAOYSA-N,Cn1cc(C2=C(c3cn(CCCSC(=N)N)c4ccccc34)C(=O)NC2=O)c2ccccc21,Ro 31-8220,,,,,medium,,
NKDFYOWSKOHCCO-UHFFFAOYSA-N,CC(C)(O)CCC(O)C(C)(O)C1CCC2(O)C3=CC(=O)C4CC(O)C(O)CC4(C)C3CCC12C,Ecdysterone,,,,,medium,,
OJLWVPDNBQAHRT-UHFFFAOYSA-N,CC(=O)OCC1(O)CC23CCC4c5ccoc5C=CC4(C)C2CCC1C3,kahweol acetate,,,,,weak,,
ARUGKOZUKWAXDS-UHFFFAOYSA-N,CCC#CCC(C)C(O)C#CC1C(O)CC2CC(=CCOCC(=O)O)CC21,cicaprost,,,,,weak,,
FBWADIKARMIWNM-UHFFFAOYSA-N,O=C1C=CC(=Nc2cc(Cl)c(O)c(Cl)c2)C=C1,"2,6-Dichloroindophenol",,,,,medium,,
BRZYSWJRSDMWLG-UHFFFAOYSA-N,CNC1C(O)C(OC2C(N)CC(N)C(OC3OC(C(C)O)C(O)C(O)C3N)C2O)OCC1(C)O,antibiotic G 418,,,,,weak,,
GIHNTRQPEMKFKO-UHFFFAOYSA-N,CC1=CCC(C)(C)C=CC(=O)C(C)=CCC1,zerumbone,,,,,medium,,
MXUNKHLAEDCYJL-UHFFFAOYSA-N,Cc1cccc(N2CC(CO)OC2=O)c1,TOLOXATONE,unknown,,,,,1.0,
HFEFVMLCQRYGPR-UHFFFAOYSA-N,O=C(Nc1nc2ccc(Cl)cc2s1)NN1C(=O)CSC1c1ccc([N+](=O)[O-])cc1,CHEMBL4452708,,,,,,1.0,
GYSCAQFHASJXRS-UHFFFAOYSA-N,CC(C)C1OC(=O)C(Cc2ccccc2)N(C)C(=O)C(C(C)C)OC(=O)C(Cc2ccccc2)N(C)C(=O)C(C(C)C)OC(=O)C(Cc2ccccc2)N(C)C1=O,beauvericin,,,,,medium,,
JYTUBIHWMKQZRB-UHFFFAOYSA-N,CCC(O)C=CC=O,4-hydroxy-2-hexenal,,,,,weak,,
QYOAUOAXCQAEMW-UHFFFAOYSA-N,Cc1c(N)nc(C(CC(N)=O)NCC(N)C(N)=O)nc1C(=O)NC(C(=O)NC(C)C(O)C(C)C(=O)NC(C(=O)NCCc1nc(-c2nc(C(=O)NCCCNCCCCN)cs2)cs1)C(C)O)C(OC1OC(CO)C(O)C(O)C1OC1OC(CO)C(O)C(OC(N)=O)C1O)c1cnc[nH]1,bleomycetin,,,,,medium,,
ZJUKTBDSGOFHSH-UHFFFAOYSA-N,Nc1ncnc2c1ncn2C1OC(CSCCC(N)C(=O)O)C(O)C1O,S-Adenosylhomocysteine,,,,,medium,,
QBYJBZPUGVGKQQ-UHFFFAOYSA-N,ClC1=C(Cl)C2(Cl)C3C4C=CC(C4)C3C1(Cl)C2(Cl)Cl,Aldrin,,,,,medium,,
CMFNMSMUKZHDEY-UHFFFAOYSA-N,O=NOO,Peroxynitrous Acid,,,,,medium,,
XVIRQUPKJKMFRN-UHFFFAOYSA-N,CC(C)NC(=O)c1ccccc1S(=O)(=O)NCC(=O)Nc1ccc(O)cc1,CHEMBL4748000,,,,,,1.0,
NOFOAYPPHIUXJR-UHFFFAOYSA-N,CC1(CO)C(O)CCC2(C)C1CCC1CC3CC12CCC3(O)CO,Aphidicolin,,,,,weak,,
QWCNQXNAFCBLLV-UHFFFAOYSA-N,C=CC(O)C#CC#CC(O)C=CCCCCCCC,falcarindiol,,,,,weak,,
VXIMPSPISRVBPZ-NWUMPJBXSA-N,CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3C=C(C)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,CHEMBL4071215,,,,,,1.0,
MIBATSHDJRIUJK-UHFFFAOYSA-N,COc1ccc(CC2c3cc(Oc4cc(CC5c6cc(OC)c(OC)cc6CCN5C)ccc4O)c(OC)cc3CCN2C)cc1,neferine,,,,,medium,,
PJQLSMYMOKWUJG-UHFFFAOYSA-N,COc1ccc(-c2oc3cc(OC)c(OC)c(O)c3c(=O)c2OC)cc1O,casticin,,,,,medium,,
FCKJYANJHNLEEP-UHFFFAOYSA-N,C=C1CCC(O)CC1=CC=C1CCCC2(C)C1CCC2C(C)CCC(O)C(C)(C)O,"24,25-Dihydroxyvitamin D 3",,,,,weak,,
HCWZEPKLWVAEOV-UHFFFAOYSA-N,Clc1ccc(Cl)c(-c2cc(Cl)ccc2Cl)c1,"2,5,2',5'-tetrachlorobiphenyl",,,,,medium,,
ASVDRLYVNFOSCI-UHFFFAOYSA-N,Cc1cc2c3ccccc3ccc2c2ccccc12,6-methylchrysene,,,,,weak,,
MQUQNUAYKLCRME-UHFFFAOYSA-N,Cc1ccc(S(=O)(=O)NC(Cc2ccccc2)C(=O)CCl)cc1,Tosylphenylalanyl Chloromethyl Ketone,,,,,medium,,
YGXCETJZBDTKRY-DZCVGBHJSA-N,CC[C@H]1NC(=O)[C@@H](NC(=O)c2ncccc2O)[C@@H](C)OC(=O)[C@H](c2ccccc2)NC(=O)[C@@H]2CC(=O)CCN2C(=O)[C@H](Cc2ccc(N(C)C)cc2)N(C)C(=O)[C@@H]2CCCN2C1=O,CHEMBL1256399,,,,,,1.0,
CZWCKYRVOZZJNM-UHFFFAOYSA-N,CC12CCC3C(CC=C4CC(OS(=O)(=O)O)CCC43C)C1CCC2=O,Dehydroepiandrosterone Sulfate,,,,,medium,,
CRDAMVZIKSXKFV-UHFFFAOYSA-N,CC(C)=CCCC(C)=CCCC(C)=CCO,Farnesol,,,,,medium,,
RZRPZWGIOOZIBE-UHFFFAOYSA-N,Clc1ccccc1CNCC1CCC(CNCc2ccccc2Cl)CC1,"trans-1,4-Bis(2-chlorobenzaminomethyl)cyclohexane Dihydrochloride",,,,,medium,,
KJTLQQUUPVSXIM-UHFFFAOYSA-N,CC(O)(CCO)CC(=O)O,Mevalonic Acid,,,,,medium,,
IXZISFNWUWKBOM-UHFFFAOYSA-N,NCC1(O)OCC(O)C(O)C1O,Fructosamine,,,,,weak,,
JCMWSVNNSPUNER-UHFFFAOYSA-N,CNCCc1ccc(OC)cc1,p-Methoxy-N-methylphenethylamine,,,,,medium,,
HCAJQHYUCKICQH-UHFFFAOYSA-N,Nc1nc2c([nH]c(=O)n2C2CC(O)C(CO)O2)c(=O)[nH]1,8-Hydroxy-2'-Deoxyguanosine,,,,,medium,,
PSFDQSOCUJVVGF-UHFFFAOYSA-N,Cc1nccc2c1[nH]c1ccccc12,harman,,,,,medium,,
ADWFEADZGIHPDE-UHFFFAOYSA-N,CC(=O)OC1CC2C3(C)CCCC(C)(C)C3CCC2(C)C2CC=C(C=O)C(C=O)C12C,scalaradial,,,,,medium,,
LKMNXYDUQXAUCZ-UHFFFAOYSA-N,COc1ccc(-c2cc(=O)c3c(OC)c(OC)c(OC)cc3o2)cc1OC,sinensetin,,,,,medium,,
GUAFOGOEJLSQBT-UHFFFAOYSA-N,COc1cc2ccc(=O)oc2cc1OC,scoparone,,,,,medium,,
RZCKTPORLKUFGY-UHFFFAOYSA-N,Cc1cccc(Nc2cc(Cl)nc(SCC(=O)NCCO)n2)c1C,CHEMBL1908320,,,,,,1.0,
IZLRMTJLQCLMKF-UHFFFAOYSA-N,COc1ccc(C(=O)N2CCCc3cc(C4=NNC(=O)SC4C)ccc32)cc1OC,EMD 53998,,,,,medium,,
DQTMTQZSOJMZSF-UHFFFAOYSA-N,CCCCCCCCCCCCCCCc1cccc(O)c1O,urushiol,,,,,medium,,
MKXGHWZEYYSQRA-UHFFFAOYSA-N,Nc1c2c(nc3cc(Br)ccc13)CCC(C(=O)NCCCc1ccccc1)C2,CHEMBL4206709,,,,,,1.0,
HEOCBCNFKCOKBX-UHFFFAOYSA-N,Cc1ccc(C=C2C(=O)C3(C)CCC2C3(C)C)cc1,enzacamene,,,,,medium,,
KTXUOWUHFLBZPW-UHFFFAOYSA-N,Clc1cccc(-c2cccc(Cl)c2)c1,"3,3'-dichlorobiphenyl",,,,,weak,,
QCDLLIUTDGNCPO-UHFFFAOYSA-N,C=C1C(=O)OC2C3C(COC(=O)Cc4ccc(O)cc4)=CC(=O)C3=C(C)CC(O)C12,intybin,,,,,medium,,
LSPJWTULWKYRTQ-UHFFFAOYSA-N,COc1ncc(-c2ccc3ncc(-c4nnc(CCN5CCN(C)CC5)o4)n3c2)cc1NS(=O)(=O)c1ccc(F)cc1F,CHEMBL4440406,,,,,,1.0,
ATJFFYVFTNAWJD-UHFFFAOYSA-N,[Sn],tin sulfide,,,,,medium,,
OSENKJZWYQXHBN-UHFFFAOYSA-N,CC(CCC1OC1(C)C)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C,"24,25-epoxycholesterol",,,,,weak,,
QVLMUEOXQBUPAH-UHFFFAOYSA-N,Oc1ccc(C=Cc2ccccc2)cc1,4-hydroxystilbene,,,,,weak,,
FQWLMRXWKZGLFI-UHFFFAOYSA-N,Oc1ccc(C=Cc2cc(O)cc3c2C(c2cc(O)cc(O)c2)C(c2ccc(O)cc2)O3)cc1,epsilon-viniferin,,,,,medium,,
QYYDXDSPYPOWRO-UHFFFAOYSA-N,CC(CC(=O)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CCC12C,24-norursodeoxycholic acid,,,,,medium,,
SGEWCQFRYRRZDC-UHFFFAOYSA-N,O=c1cc(-c2ccc(O)cc2)oc2c(C3OC(CO)C(O)C(O)C3O)c(O)cc(O)c12,vitexin,,,,,medium,,
IXELFRRANAOWSF-UHFFFAOYSA-N,C=CCSSC=CC[S+]([O-])CC=C,ajoene,,,,,medium,,
INBGSXNNRGWLJU-UHFFFAOYSA-N,CC(CCCC(C)(C)O)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C,25-hydroxycholesterol,,,,,medium,,
GDBQQVLCIARPGH-UHFFFAOYSA-N,CC(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)NC(C=O)CCCN=C(N)N,leupeptin,,,,,medium,,
SJBVIACHVWONKG-UHFFFAOYSA-N,Nc1ccc([Hg+])cc1,4-aminophenylmercuriacetate,,,,,weak,,
WLOHNSSYAXHWNR-DWIOZXRMSA-N,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)[C@@H]2N[C@@H](COCCOC)O[C@H]([C@H]2C)[C@]1(C)O,DIRITHROMYCIN,unknown,,,,,1.0,
FHKHGNFKBPFJCB-UHFFFAOYSA-N,CC1CCC2(OC1)OC1CC3C4CC=C5CC(O)CC(OC6OC(C)C(O)C(OC7OCC(O)C(O)C7O)C6OC6OC(C)C(O)C(O)C6O)C5(C)C4CCC3(C)C1C2C,ophiopogonin D,,,,,medium,,
RSWGJHLUYNHPMX-UHFFFAOYSA-N,CC(C)C1=CC2=CCC3C(C)(C(=O)O)CCCC3(C)C2CC1,abietic acid,,,,,weak,,
JORWQECTVIFNQT-UHFFFAOYSA-N,CCP(=O)(OC)c1ccc2oc(-c3ccc(C(F)(F)F)cc3)nc2c1,CHEMBL4640211,,,,,,1.0,
BAWFJGJZGIEFAR-UHFFFAOYSA-N,NC(=O)c1ccc[n+](C2OC(COP(=O)([O-])OP(=O)(O)OCC3OC(n4cnc5c(N)ncnc54)C(O)C3O)C(O)C2O)c1,NAD,,,,,medium,,
NCXMLFZGDNKEPB-UHFFFAOYSA-N,CC1CC=CC=CC=CC=CC(OC2OC(C)C(O)C(N)C2O)CC2OC(O)(CC(O)CC3OC3C=CC(=O)O1)CC(O)C2C(=O)O,Natamycin,,,,,weak,,
AKJHMTWEGVYYSE-UHFFFAOYSA-N,CC(C=CC1=C(C)CCCC1(C)C)=CC=CC(C)=CC(=O)Nc1ccc(O)cc1,Fenretinide,,,,,medium,,
OJSUENRPBJADBN-KJTFKGMVSA-N,CC[C@H](C)[C@@H]([C@@H](CC(=O)N1CCC[C@H]1[C@H](OC)[C@@H](C)C(=O)N[C@@H](Cc1ccccc1)c1nccs1)OC)N(C)C(=O)[C@@H](NC(=O)[C@H]([C@@H](C)CC)N(C)C)C(C)C,CHEMBL501233,,,,,,1.0,
UBAXRAHSPKWNCX-UHFFFAOYSA-N,C=CCSSSCC=C,diallyl trisulfide,,,,,medium,,
FMYKJLXRRQTBOR-UHFFFAOYSA-N,CCCCC(C=O)NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(C)=O,acetylleucyl-leucyl-norleucinal,,,,,medium,,
KETQAJRQOHHATG-UHFFFAOYSA-N,O=C1C=Cc2ccccc2C1=O,"1,2-naphthoquinone",,,,,medium,,
AAXVEMMRQDVLJB-UHFFFAOYSA-N,CC12CCC(=O)C=C1CCC1C3CCC(O)(C(=O)CO)C3(C)CC(O)C12F,Fludrocortisone,,,,,medium,,
JQYMGXZJTCOARG-UHFFFAOYSA-N,Nc1c(S(=O)(=O)O)cc(Nc2ccc(Nc3nc(Cl)nc(Nc4cccc(S(=O)(=O)O)c4)n3)c(S(=O)(=O)O)c2)c2c1C(=O)c1ccccc1C2=O,Cibacron Blue F 3GA,,,,,weak,,
ZHTQCPCDXKMMLU-UHFFFAOYSA-N,O=c1c2cc(O)c(O)cc2oc2cc(O)cc(O)c12,norathyriol,,,,,weak,,
XNQIOISZPFVUFG-UHFFFAOYSA-N,CC(N)Cc1cnc[nH]1,alpha-methylhistamine,,,,,medium,,
PWQMZDDLPYUOLU-UHFFFAOYSA-N,C=Cc1c(C)c2cc3c(C=C)c(C)c(cc4nc(cc5nc(cc1[nH]2)C(C)=C5CCC(=O)O)C(CCC(=O)O)=C4C)n3C,N-methylprotoporphyrin IX,,,,,weak,,
ZYOUCRHWAYJCPN-UHFFFAOYSA-N,CC(=O)OCOC(=O)CN(CC(=O)O)c1ccccc1OCCOc1ccccc1N(CC(=O)O)CC(=O)O,"1,2-bis(2-aminophenoxy)ethane N,N,N',N'-tetraacetic acid acetoxymethyl ester",,,,,medium,,
JCYZMTMYPZHVBF-UHFFFAOYSA-N,Nc1nc(N)nc(Nc2ccc([As]3SCC(CO)S3)cc2)n1,melarsoprol,unknown,,,,weak,1.0,
XSQAQKNJHGGMRV-UHFFFAOYSA-N,C#CC1(O)CCC2C3CCC4=C(CCC(O)C4)C3CCC21C,"17alpha-ethynylestr-5(10)-ene-3alpha,17beta-diol",,,,,weak,,
QTTRZHGPGKRAFB-UHFFFAOYSA-N,CCC(=O)C1(C)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3C(O)CC21C,rimexolone,,,,,medium,,
AXNVHPCVMSNXNP-UHFFFAOYSA-N,CC=C(C)C(=O)OC1C(OC(C)=O)C2(CO)C(O)CC3(C)C(=CCC4C5(C)CCC(OC6OC(C(=O)O)C(OC7OC(CO)C(O)C(O)C7O)C(O)C6OC6OC(CO)C(O)C(O)C6O)C(C)(CO)C5CCC43C)C2CC1(C)C,Saponins,,,,weak,medium,,
PIHGQKMEAMSUNA-UHFFFAOYSA-N,O=[N+]([O-])c1ccc2c3c(cccc13)-c1ccccc1-2,3-nitrofluoranthene,,,,,medium,,
ABXZOXDTHTTZJW-UHFFFAOYSA-N,Oc1ccc(CC2NCCc3cc(O)c(O)cc32)cc1O,Tetrahydropapaveroline,,,,,medium,,
AGSPXMVUFBBBMO-UHFFFAOYSA-N,N#CCCN,Aminopropionitrile,,,,,weak,,
PJIHCWJOTSJIPQ-UHFFFAOYSA-N,NC(CSC(Cl)=CCl)C(=O)O,"S-(1,2-dichlorovinyl)cysteine",,,,,medium,,
BWGVNKXGVNDBDI-UHFFFAOYSA-N,CNC(=O)CNC(=O)CN,Fibrin,,,,weak,,,
YJXDGWUNRYLINJ-UHFFFAOYSA-N,CC(=O)OC1CC2C(C)(C)C(=O)C=CC2(C)C2CCC3(C)C(c4ccoc4)OC(=O)C4OC43C12C,gedunin,,,,,medium,,
DAYLJWODMCOQEW-UHFFFAOYSA-N,NC(=O)c1ccc[n+](C2OC(COP(=O)([O-])O)C(O)C2O)c1,Nicotinamide Mononucleotide,,,,,medium,,
FDHNLHLOJLLXDH-UHFFFAOYSA-N,COc1ccc(C=CC(=O)c2c(O)cc(OC3OC(COC4OC(C)C(O)C(O)C4O)C(O)C(O)C3O)cc2OC)cc1O,hesperidin methylchalcone,,,,,medium,,
MFYSYFVPBJMHGN-UHFFFAOYSA-N,CC12CCC(=O)C=C1CCC1C2C(=O)CC2(C)C1CCC2(O)C(=O)CO,Cortisone,,,,,medium,,
JWUBBDSIWDLEOM-UHFFFAOYSA-N,C=C1CCC(O)CC1=CC=C1CCCC2(C)C1CCC2C(C)CCCC(C)(C)O,Calcifediol,,,,,medium,,
SWOVVKGLGOOUKI-UHFFFAOYSA-N,CC(C)C12OC1C1OC13C1(C)CCC4=C(COC4=O)C1CC1OC13C2=O,triptonide,,,,,medium,,
DUAGQYUORDTXOR-UHFFFAOYSA-N,C=CC1C2=CCOC(=O)C2=COC1OC1OC(CO)C(O)C(O)C1O,gentiopicroside,,,,,weak,,
FBOUIAKEJMZPQG-UHFFFAOYSA-N,CC(C)(C)C(O)C(=Cc1ccc(Cl)cc1Cl)n1cncn1,diniconazole,,,,,weak,,
MEANOSLIBWSCIT-UHFFFAOYSA-K,Cl[Gd](Cl)Cl,gadolinium chloride,,,,,medium,,
FYEHYMARPSSOBO-UHFFFAOYSA-N,O=C1C=CC(=C(c2ccc(O)cc2)c2ccc(O)cc2)C=C1,aurin,,,,,medium,,
GZFGOTFRPZRKDS-UHFFFAOYSA-N,Oc1ccc(Br)cc1,CHEMBL57284,,,,,,1.0,
LLLQTDSSHZREGW-UHFFFAOYSA-N,COc1ccc(S(=O)(=O)N(CCO)c2ccccc2CN(C)CC=Cc2ccc(Cl)cc2)cc1,KN 93,,,,,medium,,
CETKWEWBSMKADK-UHFFFAOYSA-N,CC1(O)CCC2C3CCC45OC4(C)C(O)=C(C#N)CC5(C)C3CCC21C,epostane,,,,,weak,,
MEJOVVKHFORGKW-UHFFFAOYSA-N,CC(=O)NC(C=O)C(OC(C)C(=O)NC(C)C(=O)NC(CCC(=O)O)C(N)=O)C(O)C(O)CO,Acetylmuramyl-Alanyl-Isoglutamine,,,,,medium,,
FBQPGGIHOFZRGH-UHFFFAOYSA-N,CCN(CC)CCNc1ccc(C)c2sc3ccccc3c(=O)c12,lucanthone,unknown,,,,medium,,
XHSQDZXAVJRBMX-UHFFFAOYSA-N,OCC1OC(n2cnc3cc(Cl)c(Cl)cc32)C(O)C1O,Dichlororibofuranosylbenzimidazole,,,,,medium,,
JTZZGWPIBBTYNE-UHFFFAOYSA-N,COc1cc2c(cc1OC)C1C(C)c3ccc4c(c3CN1CC2)OCO4,cavidine,,,,,weak,,
JHVAMHSQVVQIOT-MFAJLEFUSA-N,CCCCCOc1ccc(-c2ccc(-c3ccc(C(=O)N[C@H]4C[C@@H](O)[C@@H](O)NC(=O)[C@@H]5[C@@H](O)[C@@H](C)CN5C(=O)[C@H]([C@@H](C)O)NC(=O)[C@H]([C@H](O)[C@@H](O)c5ccc(O)cc5)NC(=O)[C@@H]5C[C@@H](O)CN5C(=O)[C@H]([C@@H](C)O)NC4=O)cc3)cc2)cc1,ANIDULAFUNGIN,unknown,,,,,1.0,
VWVYILCFSYNJHF-UHFFFAOYSA-N,Cn1c2ccccc2c2c3c(c4c5ccccc5n(CCC#N)c4c21)CNC3=O,Go 6976,,,,,medium,,
HMUBNCUQSSTAIB-UHFFFAOYSA-N,[Se-2],sodium selenide,,,,,weak,,
HPYIIXJJVYSMCV-UHFFFAOYSA-N,CCCCC(NC(=O)C(CCC(=O)O)NC(=O)C(CC(C)C)NC(=O)C(NC(=O)C(CCC(=O)O)NC(=O)C(CCCNC(=N)N)NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)C(Cc1c[nH]cn1)NC(=O)C(N)Cc1ccccc1)C(C)C)C(=O)NC(C)C(=O)NC(CCCNC(=N)N)C(=O)NC(C)C(=O)NC(CCC(=O)O)C(=O)NC(CCC(N)=O)C(=O)NC(CC(C)C)C(=O)NC(C)C(=O)NC(CCC(N)=O)C(=O)NC1CCC(=O)NCCCCC(C(=O)NC(CC(N)=O)C(=O)NC(CCCNC(=N)N)C(=O)NC(CCCCN)C(=O)NC(CC(C)C)C(=O)NC(CCCC)C(=O)NC(CCC(=O)O)C(=O)NC(C(=O)NC(C(N)=O)C(C)CC)C(C)CC)NC(=O)C(Cc2c[nH]cn2)NC(=O)C(C)NC1=O,astressin,,,,,weak,,
SZXDNGVQRDTJSD-UHFFFAOYSA-N,CCCCCC1=CC(=Cc2[nH]c(-c3ccc[nH]3)cc2OC)N=C1C,Prodigiosin,,,,,medium,,
GAOZTHIDHYLHMS-UHFFFAOYSA-N,CCC1(C2OC(C3OC(O)(CO)C(C)CC3C)CC2C)CCC(C2(C)CCC3(CC(O)C(C)C(C(C)C(OC)C(C)C(=O)O)O3)O2)O1,Monensin,,,,,medium,,
KGSZHKRKHXOAMG-UHFFFAOYSA-N,CC(C)=CCCC1(C)C(CC=C(C)C)CC2(CC=C(C)C)C(=O)C1(C(=O)C(C)C)C(=O)C(CC=C(C)C)=C2O,hyperforin,,,,,medium,,
MXWHMTNPTTVWDM-NXOFHUPFSA-N,CC(/C=N/N=C(N)N)=N\N=C(N)N,Mitoguazone,unknown,,,,,1.0,
RWZVPVOZTJJMNU-UHFFFAOYSA-N,CN(CCCCCCCCCCN(C)C(=O)Oc1cccc([N+](C)(C)C)c1)C(=O)Oc1cccc([N+](C)(C)C)c1,DEMECARIUM BROMIDE,unknown,,,,,1.0,
VOLTUGUMYQENMY-UHFFFAOYSA-N,Nc1ccc([As]=O)cc1,4-aminophenylarsenoxide,,,,,medium,,
SEEZIOZEUUMJME-UHFFFAOYSA-N,CCCCCc1cc(O)c(CC=C(C)CCC=C(C)C)c(O)c1C(=O)O,cannabigerolic acid,,,,,weak,,
MQYXUWHLBZFQQO-UHFFFAOYSA-N,C=C(C)C1CCC2(C)CCC3(C)C(CCC4C5(C)CCC(O)C(C)(C)C5CCC43C)C12,lupeol,,,,,medium,,
QAWIHIJWNYOLBE-OKKQSCSOSA-N,N[C@H](C(=O)O)[C@@H]1CC(Cl)=NO1,CHEMBL1231101,,,,,,1.0,
HAPOJKSPCGLOOD-UHFFFAOYSA-N,c1ccc2c(c1)Cc1cc3ccccc3cc1-2,benzo(b)fluorene,,,,,medium,,
DZLOHEOHWICNIL-QGZVFWFLSA-N,CCOC(=O)[C@@]1(CCCCCCOc2ccc(Cl)cc2)CO1,CHEMBL2051959,,,,,,1.0,
ZGVLEPXVPCWAAW-UHFFFAOYSA-N,CNC(=O)C1CCc2nc3cc(Br)ccc3c(N)c2C1,CHEMBL4205467,,,,,,1.0,
MYKLQMNSFPAPLZ-UHFFFAOYSA-N,CC1=CC(=O)C(C)=CC1=O,"2,5-dimethyl-4-benzoquinone",,,,,weak,,
DYCJFJRCWPVDHY-UHFFFAOYSA-N,O=[N+]([O-])c1ccc(CSc2ncnc3c2ncn3C2OC(CO)C(O)C2O)cc1,4-nitrobenzylthioinosine,,,,,weak,,
CDRPUGZCRXZLFL-UHFFFAOYSA-N,Oc1cc(O)cc(C=Cc2ccc(O)c(O)c2)c1,"3,3',4,5'-tetrahydroxystilbene",,,,,medium,,
JLSVDPQAIKFBTO-UHFFFAOYSA-N,COc1cc(=O)oc(C=CC=CC=CC(C)=CC2(C)OC(C)C(C)(O)C2O)c1C,citreoviridin,,,,,weak,,
WACCDLYIHBADOZ-UHFFFAOYSA-N,COC1C=CC=CC=CCC(OC(=O)C(C)NC(=O)C2CCCCC2)C(C)C(O)C(C)=CCCc2cc(O)cc(c2)NC(=O)C1,trienomycin A,,,,,weak,,
AMOGMTLMADGEOQ-UHFFFAOYSA-N,CC1C(=O)OC2C(O)C34C5OC(=O)C3(OC3OC(=O)C(O)C34C(C(C)(C)C)C5O)C12O,ginkgolide C,,,,,medium,,
LXIKEPCNDFVJKC-QXMHVHEDSA-N,NC(=O)N1C(=O)/C(=C(\O)c2cccs2)c2cc(Cl)ccc21,tenidap,unknown,,,,,1.0,
