inchi_key,canonical_smiles,name
FTNJWQUOZFUQQJ-UHFFFAOYSA-N,CC=C(C)C(=O)OC1CC(OC(C)=O)C2(C(=O)OC)COC3C2C12COC(O)(C(=O)OC)C2C(C)(C12OC1(C)C1CC2OC2OC=CC21O)C3O,azadirachtin
UILPJVPSNHJFIK-UHFFFAOYSA-N,COc1ccc(C(C)=O)c(O)c1,paeonol
RDIMTXDFGHNINN-UHFFFAOYSA-N,C=CC(O)C#CC#CCC(O)C(O)CCCCCCC,panaxytriol
GVLDSGIQZAFIAN-UHFFFAOYSA-N,C=CC(O)C#CC#CCC1OC1CCCCCCC,panaxydol
DANYIYRPLHHOCZ-UHFFFAOYSA-N,COc1ccc(-c2cc(=O)c3c(O)cc(O)cc3o2)cc1,acacetin
RHVPEFQDYMMNSY-UHFFFAOYSA-N,CC1=NCCc2c1[nH]c1cc(O)ccc21,harmalol
IPDMWUNUULAXLU-UHFFFAOYSA-N,COc1c(C=O)c(O)cc2c1C(=O)c1ccccc1C2=O,damnacanthal
DQFBYFPFKXHELB-UHFFFAOYSA-N,O=C(C=Cc1ccccc1)c1ccccc1,Chalcone
BQCRLWBELMWYQA-UHFFFAOYSA-N,CCCN(CCC)C(=S)S,di-n-propyldithiocarbamate
LBOJYSIDWZQNJS-UHFFFAOYSA-N,CC12NC(Cc3ccccc31)c1ccccc12,Dizocilpine Maleate
PHPWISAFHNEMSR-UHFFFAOYSA-N,CC(=O)Nc1cccc2c1-c1ccccc1C2,4-acetylaminofluorene
SWRFKGRMQVLMKA-UHFFFAOYSA-N,O=C(OC1OC2COC(=O)c3cc(O)c(O)c(O)c3-c3c(cc(O)c(O)c3O)C(=O)OC2C2OC(=O)c3cc(O)c(O)c(O)c3-c3c(cc(O)c(O)c3O)C(=O)OC12)c1cc(O)c(O)c(O)c1,casuarictin
AWDRATDZQPNJFN-UHFFFAOYSA-N,CC(CCC(=O)NCCS(=O)(=O)O)C1CCC2C3CCC4CC(O)CCC4(C)C3CC(O)C12C,Taurodeoxycholic Acid
HEYZWPRKKUGDCR-UHFFFAOYSA-N,C=CC1C(OC2OC(CO)C(O)C(O)C2O)OC=C2C(=O)OCCC21O,swertiamarin
ZVLOPMNVFLSSAA-UHFFFAOYSA-N,C=C1C(=O)OC2CC(C)C3C=CC(=O)C3(C)C(O)C12,helenalin
VJFHEFUXNJKIJE-UHFFFAOYSA-N,CCN(C)C(=O)C(C)[S+](C)[O-],N-methyl-N-2-(methylsulfinyl)ethylpropionic acid amide
YURJSTAIMNSZAE-UHFFFAOYSA-N,CC(C)=CCCC(C)(OC1OC(CO)C(O)C(O)C1O)C1CCC2(C)C1C(O)CC1C3(C)CCC(O)C(C)(C)C3C(OC3OC(CO)C(O)C(O)C3O)CC12C,ginsenoside Rg1
IAVUBSCVWHLRGE-UHFFFAOYSA-N,O=C1C(=C(O)C=Cc2ccc(O)cc2)C(O)=C(C2OC(CO)C(O)C(O)C2O)C(=O)C1(O)C1OC(CO)C(O)C(O)C1O,hydroxysafflor yellow A
ZROGCCBNZBKLEL-UHFFFAOYSA-N,CC1OC(OC2C(=O)c3c(O)cc(O)cc3OC2c2ccc(O)c(O)c2)C(O)C(O)C1O,astilbin
FKNXQNWAXFXVNW-UHFFFAOYSA-N,CCC(NC(C)C)C(O)c1ccc(O)c2[nH]c(=O)ccc12,Procaterol
ATKWJXUJUNLTFU-UHFFFAOYSA-N,Oc1ccc(CN=C=S)cc1,4-hydroxybenzyl isothiocyanate
AFHJQYHRLPMKHU-UHFFFAOYSA-N,O=C1c2c(O)cccc2C(C2OC(CO)C(O)C(O)C2O)c2cc(CO)cc(O)c21,alloin
XOJVVFBFDXDTEG-UHFFFAOYSA-N,CC(C)CCCC(C)CCCC(C)CCCC(C)C,pristane
LBQIJVLKGVZRIW-UHFFFAOYSA-N,CC1(C)C=Cc2c(ccc3c2OCC(c2ccc(O)cc2O)C3)O1,glabridin
CXQWRCVTCMQVQX-UHFFFAOYSA-N,O=C1c2c(O)cc(O)cc2OC(c2ccc(O)c(O)c2)C1O,taxifolin
GKUMMDFLKGFCKH-UHFFFAOYSA-N,CSCCCCC(=NOS(=O)(=O)O)SC1OC(CO)C(O)C(O)C1O,glucoerucin
KURWKDDWCJELSV-UHFFFAOYSA-N,Cn1c2c3ccccc3nc-2cc2ccccc21,cryptolepine
UIFFUZWRFRDZJC-UHFFFAOYSA-N,CCCCCCC1C(=O)OC(C)C(NC(=O)c2cccc(NC=O)c2O)C(=O)OC(C)C1OC(=O)CC(C)C,Antimycin A
USMNOWBWPHYOEA-UHFFFAOYSA-N,CC1C(=O)CC2(C(C)C)CC12,beta-thujone
LARPFJIXBULVPK-UHFFFAOYSA-N,CC1CCC2(C(=O)OC3OC(CO)C(O)C(O)C3O)CCC3(C)C(=CCC4C5(C)CCC(O)C(C)(CO)C5CCC43C)C2C1(C)O,pedunculoside
NTKNGUAZSFAKEE-UHFFFAOYSA-N,COc1c(O)cc2oc(Oc3ccc(O)cc3)cc(=O)c2c1O,capillarisin
BCSVCWVQNOXFGL-UHFFFAOYSA-N,O=C(O)Cc1nn(Cc2nc3cc(C(F)(F)F)ccc3s2)c(=O)c2ccccc12,Zopolrestat
UFUVJROSOIXJGR-UHFFFAOYSA-N,CC=C(C)C(=O)OC1C(OC(=O)CC(C)C)c2c(ccc3ccc(=O)oc23)OC1(C)C,praeruptorin C
DATAGRPVKZEWHA-UHFFFAOYSA-N,CCNC(=O)CCC(N)C(=O)O,theanine
YHQDZJICGQWFHK-UHFFFAOYSA-N,O=[N+]([O-])c1cc[n+]([O-])c2ccccc12,4-Nitroquinoline-1-oxide
JZVFJDZBLUFKCA-UHFFFAOYSA-N,CCC(C=CC(C)C1CCC2C3=CCC4CC(O)CCC4(C)C3CCC21C)C(C)C,spinasterol
HCWNFKHKKHNSSL-UHFFFAOYSA-N,CCC(CCC(C)=O)COC(=O)c1ccccc1C(=O)O,mono(2-ethyl-5-oxohexyl)phthalate
SOEDEYVDCDYMMH-UHFFFAOYSA-N,O=c1c(O)c(-c2cc(O)c(O)c(O)c2)oc2cc(O)ccc12,robinetin
YCVPRTHEGLPYPB-UHFFFAOYSA-N,Oc1cc(O)cc(C=Cc2ccccc2)c1,pinosylvin
QUNWUDVFRNGTCO-UHFFFAOYSA-N,Cn1c(=O)[nH]c2ncn(C)c2c1=O,"1,7-dimethylxanthine"
YVPXVXANRNDGTA-UHFFFAOYSA-N,COc1ccc2cc1Oc1ccc(cc1)CC1c3c(cc4c(c3Oc3cc5c(cc3OC)CCN(C)C5C2)OCO4)CCN1C,cepharanthine
NTCPGTZTPGFNOM-UHFFFAOYSA-N,CNC(C)Cc1ccc(O)c(O)c1,alpha-methylepinine
GGCUJPCCTQNTJF-UHFFFAOYSA-N,CC(C=CC1=C(C)C(=O)CCC1(C)C)=CC=CC(C)=CC(=O)O,4-oxoretinoic acid
MPNFMCAOBNNFJF-UHFFFAOYSA-N,c1ccc(-c2oc3ccccc3c2-c2ccccc2)cc1,Benzofurans
RARQGXBOCXOJPM-UHFFFAOYSA-N,O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F,hexadecafluoro-nonanoic acid
MJQUEDHRCUIRLF-UHFFFAOYSA-N,CCCC=CC=CC(=O)OC1C(=CC(=O)OC)CC2CC(C(C)O)OC(=O)CC(O)CC3CC(OC(C)=O)C(C)(C)C(O)(CC4CC(=CC(=O)OC)CC(C=CC(C)(C)C1(O)O2)O4)O3,bryostatin 1
HMBUZXLDGPYXCY-UHFFFAOYSA-N,CCCCCCCCCCCCCCC(I)C=O,2-iodohexadecanal
DKZBBWMURDFHNE-UHFFFAOYSA-N,COc1cc(C=CC=O)ccc1O,coniferaldehyde
PUQSUZTXKPLAPR-UHFFFAOYSA-N,OCc1ccc(OC2OC(CO)C(O)C(O)C2O)cc1,gastrodin
XUAAAHFMBMDZCQ-UHFFFAOYSA-N,COc1c(Cl)c(C)c(C=O)c(O)c1CC=C(C)C=CC1(C)C(C)CCC(=O)C1C,4-O-methylascochlorin
LWCKQMHMTSRRAA-UHFFFAOYSA-N,CC1=CCCC2=CC(OC2=O)c2c(C)coc2C1,linderalactone
ULSUXBXHSYSGDT-UHFFFAOYSA-N,COc1ccc(-c2cc(=O)c3c(OC)c(OC)c(OC)c(OC)c3o2)cc1,tangeretin
DLEDLHFNQDHEOJ-UHFFFAOYSA-N,C=C(C)C12OC3(c4ccccc4)OC1C1C4OC4(CO)C(O)C4(O)C(=O)C(C)=CC4C1(O3)C(C)C2OC(=O)C=CC=Cc1ccccc1,mezerein
PCZZRBGISTUIOA-UHFFFAOYSA-N,Oc1cc(O)cc(Oc2c(O)cc(O)c3c2Oc2c(O)cc(O)cc2O3)c1,eckol
NHFGEHLUROYMEB-UHFFFAOYSA-N,O=c1oc(-c2ccc(O)c(O)c2)cc2cc(O)cc(O)c12,thunberginol B
RTRQQBHATOEIAF-UHFFFAOYSA-N,NC(=O)c1ncn(C2OC(CO)C(O)C2O)c1N,acadesine
DSCFFEYYQKSRSV-UHFFFAOYSA-N,COC1C(O)C(O)C(O)C(O)C1O,pinitol
RLDVZILFNVRJTL-UHFFFAOYSA-N,CC(C)=CCCC(C)(OC1OC(CO)C(O)C(O)C1O)C1CCC2(C)C1C(O)CC1C3(C)CCC(OC4OC(CO)C(O)C(O)C4OC4OC(CO)C(O)C(O)C4O)C(C)(C)C3CCC12C,ginsenoside Rd
MBRLOUHOWLUMFF-UHFFFAOYSA-N,COc1ccc2ccc(=O)oc2c1CC=C(C)C,osthol
RLGHFVLWYYVMQZ-UHFFFAOYSA-N,O=C1C=CCC(C=Cc2ccccc2)O1,goniothalamin
NIOHELZQFBGCEO-UHFFFAOYSA-N,NC(=Nc1ccccc1)NC(=O)c1nc(Cl)c(N)nc1N,phenylamil
MBLBDJOUHNCFQT-UHFFFAOYSA-N,CC(=O)NC(C=O)C(O)C(O)C(O)CO,Acetylglucosamine
IPBVNPXQWQGGJP-UHFFFAOYSA-N,CC(=O)Oc1ccccc1,Acetates
CWSLXJMVCZTXGK-UHFFFAOYSA-N,CC1=C2C3OC34CCC3C(C)(C)CCCC3(C)C4C3OC23OC1O,17-hydroxyjolkinolide B
DBRXOUCRJQVYJQ-UHFFFAOYSA-N,CC1=C(CO)C(=O)OC(C(C)C2CCC3C4CC5OC56C(O)C=CC(=O)C6(C)C4CCC23C)C1,withaferin A
NCAJWYASAWUEBY-UHFFFAOYSA-N,CCc1c(C)c2cc3[nH]c(cc4nc(cc5nc(cc1[nH]2)C(C)=C5CCC(=O)O)C(CCC(=O)O)=C4C)c(C)c3CC,mesoporphyrin IX
FRMCCTDTYSRUBE-UHFFFAOYSA-N,C=C1CCC2C(C3C1CCC3(C)O)C2(C)C,spathulenol
MGRVRXRGTBOSHW-UHFFFAOYSA-N,NCP(=O)(O)O,1-aminomethylphosphonic acid
WTIJXIZOODAMJT-UHFFFAOYSA-N,COC1C(OC(=O)c2ccc(C)[nH]2)C(O)C(Oc2ccc3c(O)c(NC(=O)c4c[nH]c(C(=O)Nc5c(O)c6ccc(OC7OC(C)(C)C(OC)C(OC(=O)c8ccc(C)[nH]8)C7O)c(C)c6oc5=O)c4C)c(=O)oc3c2C)OC1(C)C,coumermycin
LSGOTAXPWMCUCK-UHFFFAOYSA-N,O=C1NC(Cc2ccc(O)cc2)C(=O)N2CCCC12,maculosin
XOFLBQFBSOEHOG-UHFFFAOYSA-N,Nc1nc2c(ncn2C2OC(COP(=O)(O)OP(=O)(O)OP(O)(O)=S)C(O)C2O)c(=O)[nH]1,Guanosine 5'-O-(3-Thiotriphosphate)
WIONIXOBNMDJFJ-UHFFFAOYSA-N,COc1c2ccccc2nc2occc12,dictamnine
NETSQGRTUNRXEO-UHFFFAOYSA-N,C=C1C(=O)OC2C1CCC(=C)C1CCC(=C)C12,dehydrocostus lactone
FODTZLFLDFKIQH-UHFFFAOYSA-N,COc1cc(C=CC(=O)OC2CCC34CC35CCC3(C)C(C(C)CCC=C(C)C)CCC3(C)C5CCC4C2(C)C)ccc1O,gamma-oryzanol
AKNILCMFRRDTEY-UHFFFAOYSA-N,COc1cc(C(=O)OC2C3C=COC(OC4OC(CO)C(O)C(O)C4O)C3C3(CO)OC23)ccc1O,picroside II
FQSRGOGWCPXJIN-UHFFFAOYSA-N,CCN(CC)C(=O)[S+](C)[O-],"S-methyl N,N-diethylthiolcarbamate sulfoxide"
TUJUPTAJHFFHJT-UHFFFAOYSA-N,CCOC1(NC(=O)c2ccccc2)CC1,benzcoprine
IAJOBQBIJHVGMQ-UHFFFAOYSA-N,CP(=O)(O)CCC(N)C(=O)O,phosphinothricin
NGNZQSPFQJCBJQ-UHFFFAOYSA-N,CC(C)CC(NC(=O)C(Cc1ccccc1)NC(=O)C(CC(C)C)NC(=O)C(Cc1ccccc1)NC(=O)OC(C)(C)C)C(=O)NC(Cc1ccccc1)C(=O)O,butyloxycarbonyl-phenylalanyl-leucyl-phenylalanyl-leucyl-phenylalanine
JPKKMFOXWKNEEN-UHFFFAOYSA-N,CC(O)C[N+](C)(C)C,beta-methylcholine
KXPSZHIUQPHVGH-UHFFFAOYSA-N,O=C(O)C1CCCN1C(=S)S,prolinedithiocarbamate
JTIGKVIOEQASGT-UHFFFAOYSA-N,Cc1ccc2c(-c3ccccc3)nc(=O)n(C(C)C)c2c1,proquazone
SCULJPGYOQQXTK-UHFFFAOYSA-N,CC(=O)OC1C(c2ccc(=O)oc2)C2(C)CCC3C(CCC4CC(O)CCC43C)C23OC13,cinobufagin
SJJCQDRGABAVBB-UHFFFAOYSA-N,O=C(O)c1ccc2ccccc2c1O,1-hydroxy-2-naphthoic acid
ZGONASGBWOJHDD-UHFFFAOYSA-N,CCN(N=O)C(=N)N[N+](=O)[O-],ENNG
SCLDJNREJBDLHE-UHFFFAOYSA-N,COc1ccc(C2CC2N)cc1,4-methoxytranylcypromine
DFMAXQKDIGCMTL-UHFFFAOYSA-N,COc1c2ccoc2c(OC)c2oc(=O)ccc12,isopimpinellin
WPBZMCGPFHZRHJ-UHFFFAOYSA-N,NNC(=O)c1ccc(N)cc1,4-aminobenzhydrazide
RAQNTCRNSXYLAH-UHFFFAOYSA-N,CC(C)=CCCC(C)(O)C1CCC2(C)C1C(O)CC1C3(C)CCC(O)C(C)(C)C3C(OC3OC(CO)C(O)C(O)C3O)CC12C,ginsenoside Rh1
RZPAXNJLEKLXNO-UHFFFAOYSA-N,CC(C)CCC(O)C(C)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C,22-hydroxycholesterol
AYMYWHCQALZEGT-UHFFFAOYSA-N,O=C(C=Cc1ccc(O)c(O)c1)c1ccc(O)cc1O,butein
YSLFLCIPPPJEHH-UHFFFAOYSA-N,O=C(OC1C2OC(=O)c3cc(O)c(O)c(O)c3Oc3cc4c(c(O)c3O)-c3c(cc(O)c(O)c3O)C(=O)OCC3OC(O)C(OC(=O)c5cc(O)c(O)c(O)c5Oc5cc6c(c(O)c5O)-c5c(cc(O)c(O)c5O)C(=O)OC1C(COC6=O)OC2O)C(OC(=O)c1cc(O)c(O)c(O)c1)C3OC4=O)c1cc(O)c(O)c(O)c1,oenothein B
GEZHEQNLKAOMCA-UHFFFAOYSA-N,CC(C)=CCCC1(C)C=Cc2c(O)c3c(c(CC=C(C)C)c2O1)OC12C(=CC4CC1C(C)(C)OC2(CC=C(C)C(=O)O)C4=O)C3=O,gambogic acid
RRRSSAVLTCVNIQ-UHFFFAOYSA-N,COc1cc(O)c2c(=O)cc(-c3ccc(O)c(O)c3)oc2c1,hydroxygenkwanin
MRQIXHXHHPWVIL-UHFFFAOYSA-N,Oc1ccc2ccccc2c1N=Nc1ccccc1,1-phenylazo-2-naphthol
AQFFXPQJLZFABJ-UHFFFAOYSA-N,CC(C)Oc1ccc2c(=O)c3cc(C(=O)O)ccc3oc2c1,6-isopropoxy-9-oxoxanthene-2-carboxylic acid
WNGSUWLDMZFYNZ-UHFFFAOYSA-N,COc1cc(C(=O)OCCCCN=C(N)N)cc(OC)c1O,leonurine
JQQBXPCJFAKSPG-UHFFFAOYSA-N,O=C1OC2C3COC(=O)c4cc(O)c(O)c(O)c4-c4c(cc(O)c(O)c4O)C(=O)OC2C(OC(=O)c2cc(O)c(O)c4c2C2C1=CC(=O)C(O)(O4)C2(O)O)C(OC(=O)c1cc(O)c(O)c(O)c1)O3,Geraniin
BHWMRBGNDAWZAO-UHFFFAOYSA-N,COc1cc2c(cc1OC)C(Cc1ccc(O)c(Oc3ccc(CC4c5cc(OC)c(OC)cc5CCN4C)cc3)c1)NCC2,N-desmethyldauricine
RETJLKUBHXTIGH-UHFFFAOYSA-N,COc1cc2oc(-c3ccc(OC4OC(CO)C(O)C(O)C4O)cc3)cc(=O)c2c(O)c1OC,cirsimarin
MWBJDDYEYGDWCZ-UHFFFAOYSA-N,CC1CCC2C(C)C3CCC4C(CC5C4CC(=O)C4CC(O)CCC45C)C3CN2C1,sinpeinine A
CYBWUNOAQPMRBA-UHFFFAOYSA-N,CC1OC(OC2C(OC(=O)C34CCC(C)(C)CC3C3=CCC5C6(C)CC(O)C(OC7OC(CO)C(O)C(O)C7O)C(CO)(CO)C6CCC5(C)C3(C)CC4O)OCC(O)C2O)C(O)C(O)C1OC1OCC(O)C(OC2OCC(O)(CO)C2O)C1O,platycodin D
ODJLBQGVINUMMR-UHFFFAOYSA-N,CC12CCC3C(CCC4(O)CC(O)CCC34C=O)C1(O)CCC2C1=CC(=O)OC1,Strophanthidin
RCKCYCDBDYUIGM-UHFFFAOYSA-N,O=C(OC1C(Oc2ccccc2COC(=O)C2(O)C=CCCC2=O)OC(CO)C(O)C1O)c1ccccc1,tremulacin
KQMVAGISDHMXJJ-UHFFFAOYSA-N,COc1cc(O)c2c(=O)c(-c3ccc(O)cc3)coc2c1,prunetin
NSUUUQRFPXZFLI-UHFFFAOYSA-N,CC#CC1(O)CCC2C3CCC4=CC(=O)CCC4(Cc4ccc(C)cc4)C3=CCC21C,RU 43044
ORXQGKIUCDPEAJ-UHFFFAOYSA-N,COc1cc(O)c(CC=C(C)C)c(O)c1C(=O)C=Cc1ccc(O)cc1,xanthohumol
XNZOTQPMYMCTBZ-UHFFFAOYSA-N,C=CCSSC,allyl methyl disulfide
RPMBYDYUVKEZJA-UHFFFAOYSA-N,COc1ccccc1CNCCCCCCNCCCCCCCCNCCCCCCNCc1ccccc1OC,methoctramine
ZLWYEPMDOUQDBW-UHFFFAOYSA-N,NC(=O)c1ccc(N)nc1,6-Aminonicotinamide
WMBOCUXXNSOQHM-UHFFFAOYSA-N,CCCC=C1OC(=O)c2ccccc21,butylidenephthalide
PCMORTLOPMLEFB-UHFFFAOYSA-N,COc1cc(C=CC(=O)O)cc(OC)c1O,sinapinic acid
SKNLUADAGHCXKF-UHFFFAOYSA-N,O=CC1OC(=O)c2cc(O)c(O)c(O)c2-c2c(cc(O)c(O)c2O)C(=O)OC1C1OC(=O)c2cc(O)c(O)c(O)c2-c2c(O)c(O)c3oc(=O)c4c(c(O)c(O)c5oc(=O)c2c3c54)-c2c(cc(O)c(O)c2O)C(=O)OCC1O,punicalagin
WWUVMHRJRCRFSL-UHFFFAOYSA-N,COC1C=CC=CC=CCC(OC(=O)C(C)NC(=O)C2CCCCC2)C(C)C(O)C(C)=CCCC2=CC(=O)C=C(NC(=O)C1)C2=O,mycotrienin I
JYGFTBXVXVMTGB-UHFFFAOYSA-N,O=C1Cc2ccccc2N1,2-oxindole
CKUVNOCSBYYHIS-UHFFFAOYSA-N,CC(C)=CCCC(C)(O)C1CCC2(C)C1C(O)CC1C3(C)CCC(OC4OC(CO)C(O)C(O)C4O)C(C)(C)C3CCC12C,ginsenoside Rh2
IYVFNTXFRYQLRP-UHFFFAOYSA-N,CC1OC(OCC2OC(Oc3c(-c4ccc(OCCO)c(OCCO)c4)oc4cc(OCCO)cc(O)c4c3=O)C(O)C(O)C2O)C(O)C(O)C1O,troxerutin
DZTWAOVNNLDWNH-UHFFFAOYSA-N,C=C1C(=O)OC2C=C(C)C(O)CC3OC3(C)CC(OC(=O)C(C)=CC)C12,leptocarpin
BLDWFKHVHHINGR-UHFFFAOYSA-N,CC(C)=CCCC1(C)CC(O)c2c(O)c3c(c(CC=C(C)C)c2O1)OC12C(=CC4CC1C(C)(C)OC2(CC=C(C)C(=O)O)C4=O)C3=O,neo-gambogic acid
KDXFPEKLLFWHMN-UHFFFAOYSA-N,O=c1c2cc(O)ccc2oc2cccc(O)c12,euxanthone
SQOJOAFXDQDRGF-UHFFFAOYSA-N,CC1C(=O)OC2C(O)C34C5CC(C(C)(C)C)C36C(OC(=O)C6O)OC4(C(=O)O5)C12O,ginkgolide B
NGXUJKBJBFLCAR-UHFFFAOYSA-N,CN(Cc1ccccc1)N=O,nitrosobenzylmethylamine
HSHGZXNAXBPPDL-UHFFFAOYSA-N,CC(=O)OCC1=C(C(=O)O)N2C(=O)C(N)C2SC1,7-aminocephalosporanic acid
FCOAHACKGGIURQ-UHFFFAOYSA-N,CC(C)OP(=O)(OC(C)C)SCc1ccccc1,"O,O-diisopropyl-S-benzylthiophosphate"
RXMUPNVSYKGKMY-UHFFFAOYSA-N,CN(C)c1nc(N)c(C(=O)N=C(N)N)nc1Cl,5-dimethylamiloride
FMGYKKMPNATWHP-UHFFFAOYSA-N,C[n+]1ccc(-c2ccccc2)cc1,1-Methyl-4-phenylpyridinium
AGBCLJAHARWNLA-UHFFFAOYSA-N,CC(C)=CCCC(C)(O)C1CCC2(C)C1C(O)CC1C3(C)CCC(O)C(C)(C)C3C(OC3OC(CO)C(O)C(O)C3OC3OC(C)C(O)C(O)C3O)CC12C,ginsenoside Rg2
HMWAJFNEGAJETK-UHFFFAOYSA-N,C=CC(=O)c1ccc2cc(N(C)C)ccc2c1,acrylodan
VEAUNWQYYMXIRB-UHFFFAOYSA-N,C=CC(C=Cc1ccc(O)cc1)c1ccc(O)cc1,hinokiresinol
XAXVWWYPKOGXSY-UHFFFAOYSA-N,Oc1ccc(C2Oc3cc(O)cc(C=Cc4ccc(O)c(C5c6cc(O)cc7c6C(c6cc(O)cc(O)c6C5c5ccc(O)cc5)C(c5ccc(O)cc5)O7)c4)c3C2c2cc(O)cc(O)c2)cc1,vitisin A
NKTGCVUIESDXPU-UHFFFAOYSA-N,CCCC=CCC=CC=CC=NNN=O,triacsin C
PXUQTDZNOHRWLI-UHFFFAOYSA-O,COc1cc(-c2[o+]c3cc(O)cc(O)c3cc2OC2OC(CO)C(O)C(O)C2O)cc(OC)c1O,malvidin-3-glucoside
KVRQGMOSZKPBNS-UHFFFAOYSA-N,CC1(OC(=O)C=Cc2ccccc2)CC(O)C2(O)C=COC(OC3OC(CO)C(O)C(O)C3O)C12,harpagoside
PWWCDTYUYPOAIU-UHFFFAOYSA-N,O=C(C=Cc1ccc(O)cc1)c1ccccc1,4-hydroxychalcone
GOZCEKPKECLKNO-UHFFFAOYSA-N,CC(=O)c1ccc(OC2OC(CO)C(O)C(O)C2O)cc1,picein
OZIHYFWYFUSXIS-UHFFFAOYSA-N,CC1CCC2(OC1)OC1CC3C4CC=C5CC(OC6OC(CO)C(OC7OC(C)C(OC8OC(C)C(O)C(O)C8O)C(O)C7O)C(O)C6OC6OC(C)C(O)C(O)C6O)CCC5(C)C4CCC3(C)C1C2C,formosanin C
QLFZZSKTJWDQOS-UHFFFAOYSA-N,COC1CC(OC2C(C)OC(OC3C(C)=CCC4CC(CC5(C=CC(C)C(C6CCCCC6)O5)O4)OC(=O)C4C=C(C)C(O)C5OCC(=CC=CC3C)C45O)CC2OC)OC(C)C1O,doramectin
KVKRFLVYJLIZFD-UHFFFAOYSA-N,CC(C)=CC1CC(C)(O)C2C3CCC4C5(C)CCC(OC6OCC(O)C(OC7OC(COC8OC(CO)C(O)C(O)C8O)C(O)C(O)C7OC7OCC(O)C(O)C7O)C6OC6OC(C)C(O)C(O)C6O)C(C)(C)C5CCC4(C)C34COC2(C4)O1,jujuboside A
BAXOFTOLAUCFNW-UHFFFAOYSA-N,c1ccc2[nH]ncc2c1,Indazoles
XVFMGWDSJLBXDZ-UHFFFAOYSA-O,Oc1ccc(-c2[o+]c3cc(O)cc(O)c3cc2O)cc1,pelargonidin
WHWHDGKOSUKYOV-UHFFFAOYSA-N,CC1C(=O)CCC2C1(C)CCC1C2(C)CCC2(C)C3CC(C)(C(=O)O)CCC3(C)CCC12C,maytenonic acid
FTSUPYGMFAPCFZ-UHFFFAOYSA-N,CCCN1CCCC2Cc3[nH]ncc3CC21,Quinpirole
FWYVRZOREBYLCY-UHFFFAOYSA-N,Cc1nnc2n1-c1sc3c(c1C(c1ccccc1Cl)=NC2)CC(C(=O)N1CCOCC1)C3,bepafant
KKVZAVRSVHUSPL-UHFFFAOYSA-N,COc1ccccc1C=CC=O,2-methoxycinnamaldehyde
NCYCYZXNIZJOKI-UHFFFAOYSA-N,CC(C=CC=C(C)C=CC1=C(C)CCCC1(C)C)=CC=O,9-cis-retinal
NEHDRDVHPTWWFG-UHFFFAOYSA-N,CCCCCCCCOC(=O)CCCCC(=O)OCCCCCCCC,dioctyl adipate
KIAKLFLISZCITK-UHFFFAOYSA-N,CC1(C)C(O)CCC2(C)C1CCC1(C)C2C=CC2=C(O)C(=O)C(=O)C21C,palbinone
FOANIXZHAMJWOI-UHFFFAOYSA-N,CC(C)OC(=O)C(O)(c1ccc(Br)cc1)c1ccc(Br)cc1,"isopropyl 4,4'-dibromobenzilate"
LKXMXUPYWQQHNY-UHFFFAOYSA-N,COC(=O)C1=COC(OC2OC(COC(C)=O)C(OC(C)=O)C(OC(C)=O)C2OC(C)=O)C2C(COC(C)=O)=CCC12,pentaacetyl geniposide
TZMFJUDUGYTVRY-UHFFFAOYSA-N,CCC(=O)C(C)=O,"2,3-pentanedione"
KBEZZLAAKIIPFK-UHFFFAOYSA-N,Cc1ccc2c(c1)C13CCCCC1C(C2)N(C)CC3,dimemorfan
XFFOMNJIDRDDLQ-UHFFFAOYSA-N,CC(C)=CCc1c(-c2ccc(O)cc2O)oc2c3c(cc(O)c2c1=O)OC(C)(C)C=C3,morusin
KUTVNHOAKHJJFL-UHFFFAOYSA-N,Oc1ccc(C2Oc3cc(O)cc4c3C2c2cc(O)cc3c2C(c2cc(O)cc5c2C4C(c2ccc(O)cc2)O5)C(c2ccc(O)cc2)O3)cc1,alpha-viniferin
RMKCQUWJDRTEHE-UHFFFAOYSA-N,C=CCSSSSCC=C,diallyl tetrasulfide
FBSKJMQYURKNSU-UHFFFAOYSA-N,CC1OC(OC2C(O)C(OCCc3ccc(O)c(O)c3)OC(CO)C2OC(=O)C=Cc2ccc(O)c(O)c2)C(O)C(O)C1O,acteoside
DRRWBCNQOKKKOL-UHFFFAOYSA-N,COc1ccc(-c2cc(=O)c3c(O)c(OC)c(O)cc3o2)cc1OC,eupatilin
XXRVYAFBUDSLJX-UHFFFAOYSA-N,CC(C)(Oc1ccc(Cl)cc1)C(=O)OCCOC(=O)c1cccnc1,etofibrate
ILRYLPWNYFXEMH-UHFFFAOYSA-N,NC(CCSCC(N)C(=O)O)C(=O)O,Cystathionine
JSPUCPNQXKTYRO-UHFFFAOYSA-N,CC1=CCCC2C1(C)CCC(C)C2(C)Cc1cc(O)ccc1O,avarol
WDFZWSZNOFELJY-UHFFFAOYSA-N,C1=CC2OC2C=C1,benzene oxide
HJXMNVQARNZTEE-UHFFFAOYSA-N,CCCCC1OC(=O)c2ccccc21,butylphthalide
UICBHOXXGLYZJH-UHFFFAOYSA-N,c1ccc2c(c1)CC[n+]1cc3ccccc3cc1-2,protoberberine
